sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4
883779813_Pg348_05.fsa,Pg348,EX_01,EX-S,39,0.195,0.002,0.004399999999999999,0.7986
883779813_Pg348_06.fsa,Pg348,EX_01,EX-S,40,0.20164032806561305,0.001200240048009602,0.002000400080016003,0.7951590318063613
883779813_Pg348_07.fsa,Pg348,EX_01,EX-S,41,0.20235952809438112,0.0013997200559888023,0.001199760047990402,0.7950409918016396
883779813_Pg348_08.fsa,Pg348,EX_01,EX-S,42,0.2031218731238743,0.0010006003602161296,0.0016009605763458077,0.79427656593956375
883779813_Pg348_09.fsa,Pg348,EX_01,EX-S,43,0.1964392878575715,0.002000400080016003,0.0016003200640128026,0.7999599919983997
883779813_Pg348_10.fsa,Pg348,EX_01,EX-S,44,0.2007606084867894,0.00100080064051241,0.001200960768614892,0.7970376301040832
883779813_Pg348_11.fsa,Pg348,EX_01,EX-S,45,0.19123824764952993,0.0010002000400080018,0.001600320064012803,0.8061612322464493
883779813_Pg348_12.fsa,Pg348,EX_01,EX-S,46,0.20139999999999997,0.001,0.0014,0.7962
883779813_Pg348_13.fsa,Pg348,EX_01,EX-S,47,0.20099999999999998,0.001,0.0018000000000000002,0.7962
883779813_Pg348_14.fsa,Pg348,EX_01,EX-S,48,0.20224044808961789,0.001800360072014403,0.0012002400480096021,0.7947589517903582
883779813_Pg348_15.fsa,Pg348,EX_01,EX-S,49,0.2025594881023795,0.001999600079984003,0.001999600079984003,0.7934413117376524
883779813_Pg348_16.fsa,Pg348,EX_01,EX-S,50,0.365873174634927,0.002000400080016003,0.002000400080016003,0.6301260252050409
883779813_Pg348_17.fsa,Pg348,EX_01,EX-S,51,0.47409481896379274,0.001800360072014403,0.0010002000400080016,0.5231046209241849
883779813_Pg348_18.fsa,Pg348,EX_01,EX-S,52,0.6022000000000001,0.0022,0.002,0.3936
883779813_Pg348_19.fsa,Pg348,EX_01,EX-S,53,0.35305877648940426,0.001999200319872051,0.001999200319872051,0.6429428228708517
883779813_Pg348_20.fsa,Pg348,EX_01,EX-S,54,0.5974805038992201,0.0017996400719856027,0.0015996800639872023,0.399120175964807
883779813_Pg348_21.fsa,Pg348,EX_01,EX-S,55,0.32739999999999997,0.003,0.002,0.6676
883779813_Pg348_22.fsa,Pg348,EX_01,EX-S,56,0.20131947221111554,0.0017992802878848463,0.0017992802878848463,0.7950819672131147
883779813_Pg348_23.fsa,Pg348,EX_01,EX-S,57,0.19616076784643072,0.004799040191961608,0.013797240551889623,0.7852429514097181
883779813_Pg348_24.fsa,Pg348,EX_01,EX-S,58,0.1965606878624275,0.011797640471905619,0.01319736052789442,0.7784443111377725
883779813_Pg349_01.fsa,Pg349,KY_01,KY,59,0.0032,0.0112,0.015,0.9705999999999999
883779813_Pg349_02.fsa,Pg349,KY_01,KY,60,0.0037984806077568972,0.005397840863654539,0.006797281087564975,0.9840063974410236
883779813_Pg349_03.fsa,Pg349,KY_01,KY,61,0.002999400119976005,0.001999600079984003,0.0031993601279744054,0.9918016396720656
883779813_Pg349_04.fsa,Pg349,KY_01,KY,62,0.004399999999999999,0.0016,0.002,0.992
883779813_Pg349_07.fsa,Pg349,KY_01,KY,63,0.0102,0.0018000000000000002,0.0026000000000000003,0.9853999999999999
883779813_Pg349_08.fsa,Pg349,KY_01,KY,64,0.004400000000000001,0.0028000000000000004,0.0032,0.9896
883779813_Pg349_09.fsa,Pg349,KY_01,KY,65,0.0028000000000000004,0.002,0.0018000000000000002,0.9934
883779813_Pg349_10.fsa,Pg349,KY_01,KY,66,0.017789326404157504,0.001798920647611433,0.0025984409354387365,0.9778133120127922
883779813_Pg349_11.fsa,Pg349,KY_01,KY,67,0.009598080383923216,0.0021995600879824036,0.003599280143971206,0.9846030793841231
883779813_Pg349_12.fsa,Pg349,KY_01,KY,68,0.0066,0.0012000000000000001,0.0018000000000000002,0.9904
883779813_Pg349_13.fsa,Pg349,KY_01,KY,69,0.008001600320064013,0.004000800160032006,0.004800960192038407,0.9831966393278655
883779813_Pg349_14.fsa,Pg349,KY_01,KY,70,0.0032006401280256056,0.0016003200640128028,0.0022004400880176033,0.992998599719944
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.006398720255948811,0.002999400119976005,0.002799440111977605,0.9878024395120975
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.0066,0.002,0.0018000000000000002,0.9896
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.024195160967806443,0.0025994801039792045,0.002999400119976005,0.9702059588082383
883779813_Pg349_18.fsa,Pg349,KY_01,KY,74,0.004000000000000001,0.0028000000000000004,0.0036,0.9895999999999999
883779813_Pg349_19.fsa,Pg349,KY_01,KY,75,0.007801560312062412,0.002400480096019204,0.005601120224044809,0.9841968393678735
883779813_Pg349_20.fsa,Pg349,KY_01,KY,76,0.003797721367179693,0.0019988007195682594,0.0021986807915250852,0.9920047971217271
883779813_Pg349_21.fsa,Pg349,KY_01,KY,77,0.0038000000000000004,0.002,0.0022,0.992
883779813_Pg349_22.fsa,Pg349,KY_01,KY,78,0.003399320135972806,0.0035992801439712063,0.015596880623875223,0.9774045190961808
883779813_Pg349_23.fsa,Pg349,KY_01,KY,79,0.004999000199960009,0.001999600079984003,0.001999600079984003,0.9910017996400721
883779813_Pg349_24.fsa,Pg349,KY_01,KY,80,0.01440864518711227,0.003001801080648389,0.006003602161296778,0.9765859515709426
883779813_Pg350_01.fsa,Pg350,KY_03,KY,81,0.0046,0.0024000000000000002,0.002,0.991
883779813_Pg350_02.fsa,Pg350,KY_03,KY,82,0.2549490101979604,0.010597880423915218,0.20815836832633475,0.5262947410517896
883779813_Pg350_03.fsa,Pg350,KY_03,KY,83,0.0035992801439712063,0.004399120175964806,0.001999600079984003,0.99000199960008
883779813_Pg350_04.fsa,Pg350,KY_03,KY,84,0.006602641056422569,0.0022008803521408565,0.0012004801920768309,0.9899959983993597
883779813_Pg350_05.fsa,Pg350,KY_03,KY,85,0.004798080767692924,0.001999200319872051,0.0015993602558976412,0.9916033586565374
883779813_Pg350_06.fsa,Pg350,KY_03,KY,86,0.009603841536614647,0.004601840736294518,0.004001600640256103,0.9817927170868347
883779813_Pg350_07.fsa,Pg350,KY_03,KY,87,0.004999000199960009,0.002399520095980804,0.001999600079984003,0.9906018796240751
883779813_Pg350_08.fsa,Pg350,KY_03,KY,88,0.004198320671731308,0.0973610555777689,0.05237904838064775,0.8460615753698522
883779813_Pg350_09.fsa,Pg350,KY_03,KY,89,0.0054,0.004399999999999999,0.0066,0.9836
883779813_Pg350_10.fsa,Pg350,KY_03,KY,90,0.021012607564538724,0.003602161296778067,0.0026015609365619375,0.9727836702021213
883779813_Pg350_11.fsa,Pg350,KY_03,KY,91,0.0070028011204481795,0.007603041216486594,0.006202480992396959,0.9791916766706682
883779813_Pg350_12.fsa,Pg350,KY_03,KY,92,0.007603041216486595,0.007603041216486594,0.006002400960384154,0.9787915166066427
883779813_Pg350_13.fsa,Pg350,KY_03,KY,93,0.006401280256051212,0.0020004000800160036,0.006201240248049611,0.9853970794158833
883779813_Pg350_14.fsa,Pg350,KY_03,KY,94,0.010404161664665868,0.07402961184473789,0.02220888355342137,0.8933573429371748
883779813_Pg350_15.fsa,Pg350,KY_03,KY,95,0.07355586648011193,0.0019988007195682594,0.002398560863481911,0.9220467719368378
883779813_Pg350_16.fsa,Pg350,KY_03,KY,96,0.003400680136027206,0.0016003200640128028,0.006801360272054412,0.9881976395279055
883779813_Pg350_17.fsa,Pg350,KY_03,KY,97,0.006002400960384154,0.001600640256102441,0.001600640256102441,0.990796318527411
883779813_Pg350_18.fsa,Pg350,KY_03,KY,98,0.5203121873123874,0.011606964178507102,0.007604562737642585,0.4604762857714629
883779813_Pg350_19.fsa,Pg350,KY_03,KY,99,0.0065986802639472104,0.0017996400719856032,0.0013997200559888023,0.9902019596080783
883779813_Pg350_20.fsa,Pg350,KY_03,KY,100,0.00700280112044818,0.002601040416166467,0.0034013605442176874,0.9869947979191677
883779813_Pg350_21.fsa,Pg350,KY_03,KY,101,0.0034013605442176874,0.0010004001600640256,0.0012004801920768309,0.9943977591036414
883779813_Pg350_22.fsa,Pg350,KY_03,KY,102,0.014794082367053178,0.0025989604158336665,0.001999200319872051,0.980607756897241
883779813_Pg351_01.fsa,Pg351,KY_04,KY,103,0.009796081567373051,0.001999200319872051,0.0021991203518592567,0.9860055977608956
883779813_Pg351_02.fsa,Pg351,KY_04,KY,104,0.04781912765106042,0.06942777110844338,0.026210484193677473,0.8565426170468188
883779813_Pg351_03.fsa,Pg351,KY_04,KY,105,0.03038784486205517,0.02039184326269492,0.005597760895641742,0.9436225509796081
883779813_Pg351_04.fsa,Pg351,KY_04,KY,106,0.0040016006402561035,0.0020008003201280513,0.0014005602240896359,0.9925970388155263
883779813_Pg351_05.fsa,Pg351,KY_04,KY,107,0.03639272145570886,0.017196560687862426,0.014197160567886424,0.9322135572885423
883779813_Pg351_06.fsa,Pg351,KY_04,KY,108,0.009996001599360257,0.0043982407037185135,0.004598160735705717,0.9810075969612156
883779813_Pg351_07.fsa,Pg351,KY_04,KY,109,0.11362272454490897,0.0030006001200240046,0.0030006001200240046,0.880376075215043
883779813_Pg351_08.fsa,Pg351,KY_04,KY,110,0.011200000000000002,0.0016,0.002,0.9852000000000001
883779813_Pg351_09.fsa,Pg351,KY_04,KY,111,0.11720000000000001,0.004000000000000001,0.002,0.8768
883779813_Pg351_10.fsa,Pg351,KY_04,KY,112,0.003,0.0026,0.0016,0.9927999999999999
883779813_Pg351_11.fsa,Pg351,KY_04,KY,113,0.12697460507898417,0.011397720455908814,0.0023995200959808036,0.8592281543691261
883779813_Pg351_12.fsa,Pg351,KY_04,KY,114,0.07818436312737455,0.002799440111977605,0.001599680063987203,0.9174165166966608
883779813_Pg351_13.fsa,Pg351,KY_04,KY,115,0.007998400319936013,0.014797040591881623,0.011797640471905619,0.9654069186162768
883779813_Pg351_14.fsa,Pg351,KY_04,KY,116,0.008801760352070412,0.02960592118423684,0.009001800360072013,0.9525905181036207
883779813_Pg351_15.fsa,Pg351,KY_04,KY,117,0.016406562625050025,0.00660264105642257,0.005602240896358544,0.971388555422169
883779813_Pg351_16.fsa,Pg351,KY_04,KY,118,0.0324,0.0028000000000000004,0.0036000000000000003,0.9612
883779813_Pg351_17.fsa,Pg351,KY_04,KY,119,0.009998000399920017,0.0017996400719856032,0.001999600079984003,0.9862027594481104
883779813_Pg351_18.fsa,Pg351,KY_04,KY,120,0.007595442734359386,0.0029982010793523886,0.0033979612232660408,0.9860083949630222
883779813_Pg351_19.fsa,Pg351,KY_04,KY,121,0.007397041183526589,0.001999200319872051,0.004998000799680128,0.9856057576969213
883779813_Pg351_20.fsa,Pg351,KY_04,KY,122,0.004600920184036809,0.002000400080016003,0.002000400080016003,0.9913982796559311
883779813_Pg351_21.fsa,Pg351,KY_04,KY,123,0.007598480303939211,0.005598880223955208,0.001999600079984003,0.9848030393921214
883779813_Pg351_22.fsa,Pg351,KY_04,KY,124,0.02539492101579684,0.005598880223955209,0.010997800439912017,0.958008398320336
883779813_Pg351_23.fsa,Pg351,KY_04,KY,125,0.04958016793282687,0.009596161535385847,0.009396241503398642,0.9314274290283886
883779813_Pg351_24.fsa,Pg351,KY_04,KY,126,0.005201040208041608,0.004600920184036807,0.0022004400880176037,0.987997599519904
883779813_Pg352_01.fsa,Pg352,KY_05,KY,127,0.5948,0.0022,0.0032,0.3998
883779813_Pg352_02.fsa,Pg352,KY_05,KY,128,0.5930372148859544,0.0024009603841536617,0.0038015206082432974,0.40076030412164865
883779813_Pg352_03.fsa,Pg352,KY_05,KY,129,0.5886822635472906,0.005598880223955209,0.001999600079984003,0.4037192561487703
883779813_Pg352_04.fsa,Pg352,KY_05,KY,130,0.594881023795241,0.0021995600879824036,0.002399520095980804,0.40051989602079585
883779813_Pg352_05.fsa,Pg352,KY_05,KY,131,0.47240000000000004,0.0024000000000000002,0.0028,0.5224
883779813_Pg352_06.fsa,Pg352,KY_05,KY,132,0.5776844631073785,0.002799440111977604,0.001999600079984003,0.4175164967006599
883779813_Pg352_07.fsa,Pg352,KY_05,KY,133,0.5254101640656262,0.0028011204481792713,0.003401360544217687,0.46838735494197675
883779813_Pg352_08.fsa,Pg352,KY_05,KY,134,0.5788,0.0032,0.010199999999999999,0.40779999999999994
