sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12
883779813_Pg348_04.fsa,Pg348,EX_01,EX-S,38,0.0019988007195682594,0.0025984409354387374,0.0037977213671796925,0.002398560863481911,0.00399760143913652,0.003997601439136519,0.00439736158305017,0.0019988007195682594,0.0027983210073955628,0.771537077753348,0.0021986807915250852,0.1982810313811713
883779813_Pg348_05.fsa,Pg348,EX_01,EX-S,39,0.0035985605757696926,0.0021991203518592563,0.006797281087564975,0.001999200319872051,0.008796481407437027,0.008396641343462614,0.001999200319872051,9.996001599360256e-4,0.002598960415833667,0.7854858056777289,0.002798880447820872,0.17433026789284287
883779813_Pg348_06.fsa,Pg348,EX_01,EX-S,40,0.001001001001001001,0.001001001001001001,0.002002002002002002,0.001001001001001001,0.0022022022022022015,0.002002002002002002,0.001001001001001001,0.001001001001001001,0.0014014014014014013,0.7871871871871872,0.001001001001001001,0.19919919919919918
883779813_Pg348_07.fsa,Pg348,EX_01,EX-S,41,0.00100080064051241,0.002401921537229784,0.005204163330664533,0.00100080064051241,0.001601281024819856,0.002201761409127302,0.0050040032025620495,0.00100080064051241,0.00100080064051241,0.7800240192153723,0.00100080064051241,0.19855884707766214
883779813_Pg348_08.fsa,Pg348,EX_01,EX-S,42,0.0010006003602161296,0.0012007204322593557,0.0020012007204322593,0.0024014408645187113,0.0022013207924754846,0.002601560936561937,0.0016009605763458075,0.0010006003602161296,0.0014008405043025814,0.7822693616169701,0.0012007204322593557,0.20112067240344203
883779813_Pg348_09.fsa,Pg348,EX_01,EX-S,43,0.001,0.0108,0.028599999999999997,0.001,0.005200000000000001,0.019,0.0034000000000000002,0.002,0.0018000000000000002,0.7485999999999999,0.0024000000000000002,0.1762
883779813_Pg348_10.fsa,Pg348,EX_01,EX-S,44,0.0010004001600640256,0.0010004001600640256,0.002200880352140856,0.0010004001600640256,0.0014005602240896359,0.001800720288115246,0.0010004001600640256,0.0010004001600640256,0.0010004001600640256,0.7887154861944777,0.0010004001600640256,0.19887955182072828
883779813_Pg348_11.fsa,Pg348,EX_01,EX-S,45,0.0010006003602161296,0.0010006003602161296,0.03682209325595357,0.0010006003602161296,0.0036021612967780674,0.010806483890334201,0.003402041224734841,0.0010006003602161296,0.0012007204322593559,0.7622573544126475,0.0012007204322593559,0.1767060236141685
883779813_Pg348_12.fsa,Pg348,EX_01,EX-S,46,0.0010004001600640256,0.0010004001600640256,0.0020008003201280513,0.001600640256102441,0.002200880352140856,0.003001200480192077,0.0010004001600640256,0.0010004001600640256,0.0014005602240896359,0.7857142857142857,0.0012004801920768309,0.19887955182072828
883779813_Pg348_13.fsa,Pg348,EX_01,EX-S,47,0.0014005602240896359,0.0010004001600640256,0.0020008003201280513,0.0018007202881152463,0.002601040416166467,0.0036014405762304926,0.001600640256102441,0.0010004001600640256,0.0014005602240896359,0.7841136454581833,0.0012004801920768309,0.19827931172468988
883779813_Pg348_14.fsa,Pg348,EX_01,EX-S,48,0.00100080064051241,0.004803843074459568,0.009607686148919136,0.00100080064051241,0.00300240192153723,0.00400320256204964,0.0028022417934347485,0.00100080064051241,0.00100080064051241,0.7768214571657326,0.001200960768614892,0.19375500400320256
883779813_Pg348_15.fsa,Pg348,EX_01,EX-S,49,0.001,0.002,0.0021999999999999997,0.001,0.003,0.0028000000000000004,0.0026000000000000003,0.0016,0.0018000000000000002,0.7809999999999999,0.0020000000000000005,0.199
883779813_Pg348_16.fsa,Pg348,EX_01,EX-S,50,0.001001001001001001,0.003003003003003003,0.002802802802802803,0.001001001001001001,0.002602602602602603,0.0032032032032032033,0.002002002002002002,0.002002002002002002,0.0016016016016016017,0.4264264264264264,0.0012012012012012014,0.5531531531531532
883779813_Pg348_17.fsa,Pg348,EX_01,EX-S,51,0.0010002000400080016,0.002000400080016003,0.0608121624324865,0.0010002000400080016,0.01860372074414883,0.0034006801360272057,0.00700140028005601,0.0010002000400080016,0.0010002000400080016,0.1940388077615523,0.0014002800560112022,0.70874174834967
883779813_Pg348_18.fsa,Pg348,EX_01,EX-S,52,0.001001201441730076,0.001001201441730076,0.001001201441730076,0.002202643171806167,0.003003604325190229,0.002002402883460152,0.0014016820184221065,0.001001201441730076,0.0012014417300760913,0.002002402883460152,0.0012014417300760913,0.9829795754905887
883779813_Pg348_19.fsa,Pg348,EX_01,EX-S,53,0.0012002400480096021,0.0022004400880176037,0.002600520104020805,0.002000400080016003,0.004200840168033608,0.005401080216043209,0.001800360072014403,0.0016003200640128028,0.0012002400480096021,0.40008001600320064,0.0016003200640128028,0.5761152230446089
883779813_Pg348_20.fsa,Pg348,EX_01,EX-S,54,0.0010004001600640256,0.0012004801920768309,0.001800720288115246,0.0010004001600640256,0.001600640256102441,0.0020008003201280513,0.0012004801920768309,0.0010004001600640256,0.0010004001600640256,0.0020008003201280517,0.0012004801920768309,0.9849939975990396
883779813_Pg348_21.fsa,Pg348,EX_01,EX-S,55,0.001001001001001001,0.0048048048048048055,0.002202202202202202,0.0028028028028028026,0.014414414414414416,0.0034034034034034037,0.003003003003003003,0.002602602602602603,0.0012012012012012014,0.5631631631631632,0.0024024024024024027,0.39899899899899893
883779813_Pg348_22.fsa,Pg348,EX_01,EX-S,56,0.00100080064051241,0.0026020816653322663,0.0036028823058446764,0.00100080064051241,0.0018014411529223382,0.0028022417934347485,0.00200160128102482,0.00100080064051241,0.00100080064051241,0.7834267413931144,0.001200960768614892,0.19855884707766214
883779813_Pg348_23.fsa,Pg348,EX_01,EX-S,57,0.00860344137655062,0.0078031212484993995,0.026410564225690276,0.0010004001600640256,0.00700280112044818,0.009403761504601841,0.002801120448179272,0.0010004001600640256,0.005402160864345739,0.7529011604641856,0.001600640256102441,0.1760704281712685
883779813_Pg348_24.fsa,Pg348,EX_01,EX-S,58,0.004198320671731307,0.0037984806077568972,0.0029988004798080768,0.005597760895641743,0.0059976009596161535,0.004198320671731308,0.001999200319872051,0.006797281087564975,0.005797680927628949,0.7654938024790083,0.006397441023590565,0.1867253098760496
