sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
883779813_Pg353_15.fsa,Pg353,EX_02,EX-S,165,0.002800560112022405,0.4476895379075815,0.004000800160032006,0.004800960192038408,0.5381076215243049,0.0026005201040208044
883779813_Pg353_16.fsa,Pg353,EX_02,EX-S,166,0.0018000000000000002,0.9617999999999999,0.0246,0.0022,0.0036,0.006000000000000001
883779813_Pg353_17.fsa,Pg353,EX_02,EX-S,167,0.0020016012810248197,0.4571657325860688,0.003602882305844676,0.0040032025620496394,0.5256204963971177,0.0076060848678943145
883779813_Pg353_18.fsa,Pg353,EX_02,EX-S,168,0.002,0.429,0.0082,0.0028,0.5532,0.0048000000000000004
883779813_Pg353_19.fsa,Pg353,EX_02,EX-S,169,0.001999600079984003,0.001999600079984003,0.3675264947010598,0.001999600079984003,0.6244751049790043,0.001999600079984003
883779813_Pg353_20.fsa,Pg353,EX_02,EX-S,170,0.0020012007204322593,0.04922953772263358,0.04822893736241745,0.0020012007204322593,0.8745247148288974,0.024014408645187113
883779813_Pg353_21.fsa,Pg353,EX_02,EX-S,171,0.0015996800639872027,0.7636472705458909,0.051789642071585686,0.002399520095980804,0.17416516696660667,0.006398720255948811
883779813_Pg353_22.fsa,Pg353,EX_02,EX-S,172,0.020791683326669332,0.45801679328268696,0.3706517393042782,0.014194322271091563,0.12315073970411836,0.013194722111155539
883779813_Pg353_23.fsa,Pg353,EX_02,EX-S,173,0.002000400080016003,0.007801560312062413,0.007601520304060813,0.0024004800960192043,0.9755951190238048,0.004600920184036809
883779813_Pg353_24.fsa,Pg353,EX_02,EX-S,174,0.0112,0.012,0.6242000000000001,0.0048000000000000004,0.3428,0.005
883779813_Pg354_01.fsa,Pg354,KY_06,KY,175,0.0017992802878848463,0.8412634946021592,0.01439424230307877,0.0027988804478208716,0.002598960415833667,0.13714514194322272
883779813_Pg354_02.fsa,Pg354,KY_06,KY,176,0.003797721367179693,0.7377573455926444,0.02198680791525085,0.0025984409354387374,0.019388366979812114,0.2144713172096742
883779813_Pg354_10.fsa,Pg354,KY_06,KY,177,0.001999600079984003,0.8018396320735852,0.02519496100779844,0.001999600079984003,0.0031993601279744054,0.16576684663067387
883779813_Pg354_11.fsa,Pg354,KY_06,KY,178,0.002000400080016003,0.6911382276455291,0.10402080416083218,0.0010002000400080016,0.0010002000400080016,0.20084016803360671
883779813_Pg354_12.fsa,Pg354,KY_06,KY,179,0.0012002400480096024,0.7615523104620924,0.0030006001200240055,0.0010002000400080018,0.002800560112022405,0.2304460892178436
883779813_Pg354_13.fsa,Pg354,KY_06,KY,180,0.0028011204481792713,0.8023209283713485,0.011804721888755502,0.003601440576230492,0.003801520608243298,0.17567026810724293
883779813_Pg354_14.fsa,Pg354,KY_06,KY,181,0.001999600079984003,0.4721055788842232,0.02499500099980004,0.002199560087982403,0.0015996800639872027,0.4971005798840232
883779813_Pg354_15.fsa,Pg354,KY_06,KY,182,0.0014002800560112022,0.8261652330466093,0.014002800560112024,0.0016003200640128026,0.002400480096019204,0.1544308861772355
883779813_Pg354_22.fsa,Pg354,KY_06,KY,183,0.011606964178507102,0.8965379227536522,0.006203722233340003,0.0016009605763458072,0.0012007204322593554,0.08284970982589554
883779813_Pg354_23.fsa,Pg354,KY_06,KY,184,0.0030006001200240046,0.8669733946789357,0.0028005601120224036,0.001400280056011202,0.002000400080016003,0.12382476495299058
883779813_Pg354_24.fsa,Pg354,KY_06,KY,185,0.0012002400480096021,0.8425685137027406,0.015603120624124826,0.0016003200640128028,0.009201840368073616,0.12982596519303863
883779813_Pg355_01.fsa,Pg355,EX_03,EX-S,186,0.0020020020020020024,0.0010010010010010012,0.0010010010010010012,0.0020020020020020024,0.9927927927927928,0.0012012012012012014
883779813_Pg355_02.fsa,Pg355,EX_03,EX-S,187,0.001999600079984003,0.001199760047990402,0.0021995600879824036,0.0035992801439712063,0.9892021595680864,0.0017996400719856032
883779813_Pg355_03.fsa,Pg355,EX_03,EX-S,188,0.001999200319872051,0.004998000799680128,0.004798080767692924,0.0017992802878848463,0.9828068772491002,0.003598560575769692
883779813_Pg355_04.fsa,Pg355,EX_03,EX-S,189,0.0015993602558976412,0.5699720111955219,0.00899640143942423,0.0015993602558976412,0.41403438624550176,0.0037984806077568977
883779813_Pg355_05.fsa,Pg355,EX_03,EX-S,190,0.024204840968193638,0.03680736147229446,0.3490698139627925,0.0030006001200240046,0.5349069813962792,0.05201040208041608
883779813_Pg355_06.fsa,Pg355,EX_03,EX-S,191,0.002,0.0027999999999999995,0.0092,0.0018000000000000002,0.9812,0.003
883779813_Pg355_07.fsa,Pg355,EX_03,EX-S,192,0.0020012007204322593,0.004202521512907746,0.008805283169901942,0.0018010806483890337,0.9797878727236342,0.003402041224734841
883779813_Pg355_08.fsa,Pg355,EX_03,EX-S,193,0.0312,0.8640000000000001,0.0134,0.004399999999999999,0.08379999999999999,0.0032
883779813_Pg355_09.fsa,Pg355,EX_03,EX-S,194,0.002000400080016003,0.002000400080016003,0.0022004400880176037,0.0022004400880176033,0.98999799959992,0.0016003200640128026
883779813_Pg355_10.fsa,Pg355,EX_03,EX-S,195,0.002000400080016003,0.002000400080016003,0.0022004400880176037,0.0022004400880176033,0.98999799959992,0.0016003200640128026
883779813_Pg355_11.fsa,Pg355,EX_03,EX-S,196,0.0026,0.002,0.0027999999999999995,0.0018000000000000002,0.9890000000000001,0.0018000000000000002
883779813_Pg355_12.fsa,Pg355,EX_03,EX-S,197,0.0019984012789768186,0.0019984012789768186,0.0029976019184652283,0.0019984012789768186,0.9890087929656276,0.0019984012789768186
883779813_Pg355_13.fsa,Pg355,EX_03,EX-S,198,0.002399040383846462,0.007796881247500999,0.01259496201519392,0.0039984006397441015,0.9674130347860855,0.005797680927628948
883779813_Pg355_14.fsa,Pg355,EX_03,EX-S,199,0.002,0.002,0.002,0.002,0.99,0.002
883779813_Pg355_15.fsa,Pg355,EX_03,EX-S,200,0.007401480296059213,0.01240248049609922,0.005601120224044808,0.008801760352070415,0.9555911182236447,0.010202040408081616
883779813_Pg355_16.fsa,Pg355,EX_03,EX-S,201,0.0024009603841536617,0.9621848739495797,0.005602240896358544,0.0022008803521408565,0.01980792316926771,0.0078031212484993995
883779813_Pg355_17.fsa,Pg355,EX_03,EX-S,202,0.0022004400880176033,0.0020004000800160028,0.0028005601120224036,0.002400480096019204,0.9891978395679135,0.001400280056011202
883779813_Pg355_18.fsa,Pg355,EX_03,EX-S,203,0.002000400080016003,0.0016003200640128026,0.001200240048009602,0.001800360072014403,0.9921984396879375,0.001200240048009602
883779813_Pg355_19.fsa,Pg355,EX_03,EX-S,204,0.0020012007204322593,0.0010006003602161296,0.0010006003602161296,0.0022013207924754855,0.9925955573344006,0.0012007204322593559
883779813_Pg355_20.fsa,Pg355,EX_03,EX-S,205,0.001999600079984003,0.010597880423915216,0.00599880023995201,0.0017996400719856032,0.9760047990401921,0.0035992801439712063
883779813_Pg355_21.fsa,Pg355,EX_03,EX-S,206,0.002,0.9872,0.0024000000000000002,0.002,0.0024000000000000002,0.004
883779813_Pg355_22.fsa,Pg355,EX_03,EX-S,207,0.008405043025815491,0.9717830698419051,0.0024014408645187117,0.005803482089253553,0.0014008405043025817,0.01020612367420452
883779813_Pg355_23.fsa,Pg355,EX_03,EX-S,208,0.001800720288115246,0.0010004001600640256,0.0010004001600640256,0.0020008003201280513,0.9929971988795518,0.0012004801920768309
883779813_Pg355_24.fsa,Pg355,EX_03,EX-S,209,0.00200160128102482,0.00100080064051241,0.00100080064051241,0.00200160128102482,0.9927942353883107,0.001200960768614892
883779813_Pg356_01.fsa,Pg356,TNE_02,TNE,210,0.9882,0.0012000000000000001,0.0022,0.002,0.0042,0.0022
883779813_Pg356_02.fsa,Pg356,TNE_02,TNE,211,0.9905943566139684,0.0012007204322593559,0.0010006003602161296,0.0032019211526916154,0.0024014408645187117,0.0016009605763458077
883779813_Pg356_03.fsa,Pg356,TNE_02,TNE,212,0.9893957583033213,0.0016006402561024409,0.0010004001600640254,0.002801120448179271,0.002801120448179271,0.0024009603841536613
883779813_Pg356_04.fsa,Pg356,TNE_02,TNE,213,0.9862055177928828,0.0015993602558976412,0.001999200319872051,0.002399040383846462,0.005397840863654539,0.002399040383846462
883779813_Pg356_05.fsa,Pg356,TNE_02,TNE,214,0.9805999999999999,0.0014,0.0044,0.005600000000000001,0.003,0.005
883779813_Pg356_06.fsa,Pg356,TNE_02,TNE,215,0.9854058376649341,0.002399040383846462,0.0015993602558976412,0.0037984806077568977,0.003998400639744102,0.002798880447820872
883779813_Pg356_07.fsa,Pg356,TNE_02,TNE,216,0.9867999999999999,0.0016,0.0018000000000000002,0.0024000000000000002,0.005,0.0024000000000000002
883779813_Pg356_08.fsa,Pg356,TNE_02,TNE,217,0.8887332399439664,0.0010006003602161296,0.0018010806483890337,0.07624574744846907,0.0024014408645187117,0.029817890734440664
883779813_Pg356_09.fsa,Pg356,TNE_02,TNE,218,0.9882,0.002,0.0024000000000000002,0.0026,0.0027999999999999995,0.002
883779813_Pg356_10.fsa,Pg356,TNE_02,TNE,219,0.9841746794871794,0.001201923076923077,0.004206730769230769,0.005008012820512819,0.003004807692307692,0.0024038461538461544
883779813_Pg356_11.fsa,Pg356,TNE_02,TNE,220,0.9904019196160768,0.0013997200559888023,0.002999400119976005,0.0015996800639872027,0.0015996800639872027,0.001999600079984003
883779813_Pg356_12.fsa,Pg356,TNE_02,TNE,221,0.989204318272691,0.0021991203518592567,0.001999200319872051,0.001999200319872051,0.002399040383846462,0.0021991203518592567
883779813_Pg356_13.fsa,Pg356,TNE_02,TNE,222,0.9927913496195435,0.001001201441730076,0.001001201441730076,0.002002402883460152,0.002002402883460152,0.0012014417300760913
883779813_Pg356_14.fsa,Pg356,TNE_02,TNE,223,0.9923939151321056,0.0014011208967173738,0.0014011208967173738,0.0020016012810248197,0.0012009607686148918,0.0016012810248198558
883779813_Pg356_15.fsa,Pg356,TNE_02,TNE,224,0.9887977595519104,0.0018003600720144029,0.0020004000800160028,0.002800560112022404,0.0030006001200240046,0.0016003200640128023
883779813_Pg356_16.fsa,Pg356,TNE_02,TNE,225,0.8783999999999998,0.0184,0.02,0.048,0.0176,0.017600000000000005
883779813_Pg356_17.fsa,Pg356,TNE_02,TNE,226,0.9843999999999999,0.001,0.009800000000000001,0.002,0.0016,0.0012000000000000001
883779813_Pg356_18.fsa,Pg356,TNE_02,TNE,227,0.9836065573770492,0.002399040383846462,0.0021991203518592563,0.0031987205117952823,0.0059976009596161535,0.002598960415833667
883779813_Pg356_19.fsa,Pg356,TNE_02,TNE,228,0.9891935161096658,0.0010006003602161296,0.0012007204322593559,0.004202521512907745,0.0024014408645187117,0.0020012007204322593
883779813_Pg356_20.fsa,Pg356,TNE_02,TNE,229,0.9710231814548362,0.0019984012789768186,0.0019984012789768186,0.01738609112709832,0.0023980815347721825,0.005195843325339729
883779813_Pg356_21.fsa,Pg356,TNE_02,TNE,230,0.984003199360128,0.001999600079984003,0.002399520095980804,0.0065986802639472104,0.002999400119976005,0.0019996000799840036
883779813_Pg356_22.fsa,Pg356,TNE_02,TNE,231,0.9534279432340595,0.0033979612232660408,0.008195082950229861,0.02538476913851689,0.0033979612232660408,0.006196282230661605
883779813_Pg356_23.fsa,Pg356,TNE_02,TNE,232,0.9872051179528188,0.001999200319872051,0.001999200319872051,0.004398240703718513,0.001999200319872051,0.002399040383846462
883779813_Pg356_24.fsa,Pg356,TNE_02,TNE,233,0.9906056366180291,0.0011992804317409555,0.0021986807915250852,0.0019988007195682594,0.0019988007195682594,0.0019988007195682594
883779813_Pg357_01.fsa,Pg357,TNE_01,TNE,234,0.3989595838335334,0.0018007202881152463,0.0012004801920768309,0.5902360944377751,0.005402160864345739,0.0024009603841536617
883779813_Pg357_02.fsa,Pg357,TNE_01,TNE,235,0.4003601440576231,0.0010004001600640256,0.0010004001600640256,0.5942376950780313,0.0024009603841536617,0.0010004001600640256
883779813_Pg357_03.fsa,Pg357,TNE_01,TNE,236,0.391156462585034,0.0020008003201280513,0.0028011204481792717,0.5992396958783512,0.0020008003201280513,0.002801120448179272
883779813_Pg357_04.fsa,Pg357,TNE_01,TNE,237,0.3977977977977978,0.001001001001001001,0.001001001001001001,0.5977977977977978,0.0014014014014014013,0.001001001001001001
883779813_Pg357_05.fsa,Pg357,TNE_01,TNE,238,0.3967587034813925,0.0012004801920768309,0.0010004001600640256,0.5980392156862745,0.0010004001600640256,0.0020008003201280513
883779813_Pg357_06.fsa,Pg357,TNE_01,TNE,239,0.39647929585917185,0.0010002000400080016,0.0014002800560112022,0.5975195039007801,0.002000400080016003,0.0016003200640128028
883779813_Pg357_07.fsa,Pg357,TNE_01,TNE,240,0.396641343462615,0.001199520191923231,0.0013994402239104358,0.5971611355457818,0.001999200319872051,0.0015993602558976412
883779813_Pg357_08.fsa,Pg357,TNE_01,TNE,241,0.05042016806722689,0.8085234093637454,0.012404961984793917,0.013405362144857942,0.010804321728691477,0.10444177671068429
883779813_Pg357_09.fsa,Pg357,TNE_01,TNE,242,0.3973178542834267,0.001401120896717374,0.001200960768614892,0.5972778222578062,0.00100080064051241,0.0018014411529223382
883779813_Pg357_10.fsa,Pg357,TNE_01,TNE,243,0.3985188150520417,0.00100080064051241,0.00100080064051241,0.5962770216172938,0.0018014411529223382,0.001401120896717374
883779813_Pg357_11.fsa,Pg357,TNE_01,TNE,244,0.39771817453963176,0.00100080064051241,0.00100080064051241,0.5974779823859088,0.001601281024819856,0.001200960768614892
883779813_Pg357_12.fsa,Pg357,TNE_01,TNE,245,0.3989191353082466,0.00100080064051241,0.001401120896717374,0.5950760608486789,0.002401921537229784,0.001200960768614892
883779813_Pg357_13.fsa,Pg357,TNE_01,TNE,246,0.3953162530024019,0.0014011208967173738,0.0014011208967173738,0.5980784627702161,0.0024019215372297837,0.0014011208967173738
883779813_Pg357_14.fsa,Pg357,TNE_01,TNE,247,0.3977591036414566,0.0014005602240896359,0.0010004001600640256,0.5972388955582233,0.0012004801920768309,0.0014005602240896359
883779813_Pg357_15.fsa,Pg357,TNE_01,TNE,248,0.4044382247101159,0.0035985605757696926,0.0019992003198720516,0.5851659336265493,0.0025989604158336665,0.0021991203518592567
883779813_Pg357_16.fsa,Pg357,TNE_01,TNE,249,0.3983983983983984,0.001001001001001001,0.0012012012012012014,0.5967967967967968,0.0014014014014014013,0.0012012012012012014
883779813_Pg357_17.fsa,Pg357,TNE_01,TNE,250,0.3988797759551911,0.0032006401280256056,0.003000600120024005,0.5889177835567113,0.003600720144028806,0.0024004800960192043
883779813_Pg357_18.fsa,Pg357,TNE_01,TNE,251,0.39699999999999996,0.0016,0.0012000000000000001,0.5963999999999998,0.0018000000000000002,0.002
883779813_Pg357_19.fsa,Pg357,TNE_01,TNE,252,0.39791833466773424,0.0012009607686148923,0.00100080064051241,0.5960768614891914,0.0022017614091273023,0.0016012810248198562
883779813_Pg357_20.fsa,Pg357,TNE_01,TNE,253,0.39740000000000003,0.0014,0.001,0.5968,0.0018000000000000002,0.0016
883779813_Pg357_21.fsa,Pg357,TNE_01,TNE,254,0.397997997997998,0.001001001001001001,0.0014014014014014013,0.5965965965965966,0.0016016016016016017,0.0014014014014014013
883779813_Pg357_22.fsa,Pg357,TNE_01,TNE,255,0.3953209358128374,0.002399520095980804,0.0057988402319536095,0.5872825434913018,0.0031993601279744054,0.00599880023995201
883779813_Pg357_23.fsa,Pg357,TNE_01,TNE,256,0.4145316253002402,0.00100080064051241,0.00100080064051241,0.578462770216173,0.003803042433947158,0.0012009607686148923
883779813_Pg357_24.fsa,Pg357,TNE_01,TNE,257,0.39843906343806285,0.0010006003602161296,0.0010006003602161296,0.5967580548328997,0.0010006003602161296,0.0018010806483890337
883779813_Pg358_01.fsa,Pg358,TNW_04,TNW,258,0.0034006801360272057,0.0034006801360272057,0.0026005201040208044,0.0028005601120224045,0.9847969593918784,0.0030006001200240046
883779813_Pg358_02.fsa,Pg358,TNW_04,TNW,259,0.0028016810086051625,0.0010006003602161294,0.0010006003602161294,0.002001200720432259,0.991995197118271,0.0012007204322593554
883779813_Pg358_03.fsa,Pg358,TNW_04,TNW,260,0.004399120175964806,0.0019996000799840027,0.0017996400719856027,0.0019996000799840027,0.9878024395120975,0.0019996000799840027
883779813_Pg358_04.fsa,Pg358,TNW_04,TNW,261,0.0030030030030030034,0.0010010010010010012,0.0010010010010010012,0.004404404404404405,0.9885885885885887,0.002002002002002003
883779813_Pg358_05.fsa,Pg358,TNW_04,TNW,262,0.002000400080016003,0.0016003200640128026,0.0010002000400080016,0.002000400080016003,0.9921984396879375,0.001200240048009602
883779813_Pg358_06.fsa,Pg358,TNW_04,TNW,263,0.002000400080016003,0.0010002000400080016,0.001800360072014403,0.0014002800560112022,0.9925985197039409,0.0012002400480096021
883779813_Pg358_07.fsa,Pg358,TNW_04,TNW,264,0.0054,0.0038,0.004,0.0358,0.9358000000000001,0.015200000000000002
883779813_Pg358_08.fsa,Pg358,TNW_04,TNW,265,0.002000400080016003,0.0010002000400080016,0.0010002000400080016,0.0034006801360272057,0.9907981596319264,0.001800360072014403
883779813_Pg358_09.fsa,Pg358,TNW_04,TNW,266,0.018203640728145627,0.007201440288057611,0.012002400480096017,0.046209241848369664,0.9095819163832767,0.006801360272054409
883779813_Pg358_10.fsa,Pg358,TNW_04,TNW,267,0.0218,0.014599999999999998,0.004600000000000001,0.011,0.9353999999999999,0.0126
883779813_Pg358_11.fsa,Pg358,TNW_04,TNW,268,0.007598480303939213,0.0015996800639872027,0.0021995600879824036,0.0031993601279744054,0.9838032393521295,0.0015996800639872027
883779813_Pg358_12.fsa,Pg358,TNW_04,TNW,269,0.17923584716943386,0.009801960392078413,0.0050010002000400065,0.005401080216043208,0.7909581916383276,0.009601920384076814
883779813_Pg358_13.fsa,Pg358,TNW_04,TNW,270,0.0035992801439712063,0.002799440111977604,0.001999600079984003,0.004199160167966407,0.9852029594081183,0.0021995600879824036
883779813_Pg358_14.fsa,Pg358,TNW_04,TNW,271,0.002000400080016003,0.0010002000400080016,0.0010002000400080016,0.004800960192038408,0.988997799559912,0.002200440088017604
883779813_Pg358_15.fsa,Pg358,TNW_04,TNW,272,0.01219756048790242,0.003999200159968007,0.005398920215956809,0.002399520095980804,0.9672065586882623,0.008798240351929613
883779813_Pg358_16.fsa,Pg358,TNW_04,TNW,273,0.0048019207683073235,0.006402561024409764,0.00700280112044818,0.02460984393757503,0.9461784713885555,0.011004401760704283
883779813_Pg358_17.fsa,Pg358,TNW_04,TNW,274,0.04181672669067627,0.0020008003201280513,0.0024009603841536617,0.005202080832332933,0.9463785514205683,0.0022008803521408565
883779813_Pg358_18.fsa,Pg358,TNW_04,TNW,275,0.00200160128102482,0.003202562049639712,0.006405124099279424,0.019415532425940754,0.9585668534827863,0.010408326661329065
883779813_Pg358_19.fsa,Pg358,TNW_04,TNW,276,0.0028005601120224045,0.04100820164032806,0.010002000400080016,0.028205641128225642,0.894378875775155,0.023604720944188837
883779813_Pg358_20.fsa,Pg358,TNW_04,TNW,277,0.0032032032032032033,0.001001001001001001,0.0012012012012012014,0.0032032032032032033,0.9901901901901902,0.0012012012012012014
883779813_Pg358_21.fsa,Pg358,TNW_04,TNW,278,0.0020008003201280513,0.003001200480192077,0.0048019207683073235,0.0028011204481792717,0.9839935974389756,0.0034013605442176865
883779813_Pg358_22.fsa,Pg358,TNW_04,TNW,279,0.002999400119976005,0.001999600079984003,9.998000399920016e-4,0.001999600079984003,0.9902019596080783,0.0017996400719856032
883779813_Pg358_23.fsa,Pg358,TNW_04,TNW,280,0.001999200319872051,0.0021991203518592567,0.0033986405437824874,0.0031987205117952823,0.9854058376649341,0.0037984806077568972
883779813_Pg358_24.fsa,Pg358,TNW_04,TNW,281,0.00200160128102482,0.00100080064051241,0.00100080064051241,0.00200160128102482,0.9927942353883107,0.001200960768614892
883779813_Pg359_01.fsa,Pg359,TNW_05,TNW,282,0.0038,0.002,0.0032,0.011600000000000003,0.9772000000000001,0.0022
883779813_Pg359_02.fsa,Pg359,TNW_05,TNW,283,0.005,0.0196,0.0216,0.0374,0.8960000000000001,0.020400000000000005
883779813_Pg359_03.fsa,Pg359,TNW_05,TNW,284,0.011,0.008,0.006999999999999999,0.005,0.9649999999999999,0.004
883779813_Pg359_04.fsa,Pg359,TNW_05,TNW,285,0.011606964178507102,0.005003001801080648,0.03802281368821293,0.0034020412247348407,0.9377626575945567,0.004202521512907745
883779813_Pg359_05.fsa,Pg359,TNW_05,TNW,286,0.003598560575769692,0.001999200319872051,0.002798880447820871,0.0013994402239104358,0.9882047181127549,0.001999200319872051
883779813_Pg359_06.fsa,Pg359,TNW_05,TNW,287,0.002,0.0033999999999999994,0.0028,0.0038,0.9837999999999999,0.004200000000000001
883779813_Pg359_07.fsa,Pg359,TNW_05,TNW,288,0.003399320135972806,0.005398920215956809,0.009598080383923216,0.008798240351929614,0.9640071985602879,0.008798240351929613
883779813_Pg359_08.fsa,Pg359,TNW_05,TNW,289,0.0034006801360272057,0.003800760152030406,0.013202640528105622,0.08561712342468494,0.8571714342868574,0.03680736147229446
883779813_Pg359_09.fsa,Pg359,TNW_05,TNW,290,0.0037992401519696063,0.0069986002799440105,0.07418516296740653,0.00599880023995201,0.8896220755848829,0.01939612077584483
883779813_Pg359_10.fsa,Pg359,TNW_05,TNW,291,0.0030006001200240046,0.0016003200640128026,0.001800360072014403,0.002000400080016003,0.9903980796159231,0.001200240048009602
883779813_Pg359_11.fsa,Pg359,TNW_05,TNW,292,0.002999400119976005,0.003399320135972806,0.002799440111977604,0.004199160167966408,0.9810037992401519,0.005598880223955208
883779813_Pg359_12.fsa,Pg359,TNW_05,TNW,293,0.0198,0.0108,0.019799999999999998,0.0356,0.9052,0.008800000000000002
883779813_Pg359_13.fsa,Pg359,TNW_05,TNW,294,0.006601320264052812,0.005601120224044811,0.013602720544108826,0.019203840768153634,0.9481896379275856,0.006801360272054413
883779813_Pg359_14.fsa,Pg359,TNW_05,TNW,295,0.05702280912364946,0.002200880352140856,0.0032012805122048817,0.048419367747098846,0.8853541416566626,0.0038015206082432965
883779813_Pg359_15.fsa,Pg359,TNW_05,TNW,296,0.004,0.0098,0.0374,0.004,0.9381999999999999,0.0066
883779813_Pg359_16.fsa,Pg359,TNW_05,TNW,297,0.02019596080783843,0.003599280143971206,0.008598280343931213,0.08058388322335533,0.8548290341931613,0.03219356128774246
883779813_Pg359_17.fsa,Pg359,TNW_05,TNW,298,0.002999400119976005,0.001999600079984003,0.0021995600879824036,0.00599880023995201,0.9832033593281343,0.0035992801439712063
883779813_Pg359_18.fsa,Pg359,TNW_05,TNW,299,0.0048019207683073235,0.016006402561024407,0.019007603041216486,0.0014005602240896359,0.9459783913565426,0.012805122048819529
883779813_Pg359_19.fsa,Pg359,TNW_05,TNW,300,0.004401760704281712,0.0028011204481792713,0.0020008003201280513,0.011404561824729894,0.9769907963185274,0.0024009603841536617
883779813_Pg359_20.fsa,Pg359,TNW_05,TNW,301,0.002000400080016003,0.0010002000400080016,0.002000400080016003,0.0028005601120224045,0.9903980796159231,0.001800360072014403
883779813_Pg359_21.fsa,Pg359,TNW_05,TNW,302,0.005600000000000001,0.032,0.005599999999999999,0.1026,0.8178000000000001,0.0364
883779813_Pg359_22.fsa,Pg359,TNW_05,TNW,303,0.0021982414068745008,0.0027977617905675456,0.003597122302158274,0.0019984012789768186,0.9870103916866507,0.0023980815347721825
883779813_Pg359_23.fsa,Pg359,TNW_05,TNW,304,0.019596080783843232,0.007998400319936011,0.03039392121575685,0.006798640271945612,0.9288142371525695,0.006398720255948811
883779813_Pg359_24.fsa,Pg359,TNW_05,TNW,305,0.002,0.002,0.0012000000000000001,0.0018000000000000002,0.991,0.002
883779813_Pg360_01.fsa,Pg360,TNW_03,TNW,306,0.9846,0.002,0.0022,0.0038,0.006,0.0014
883779813_Pg360_02.fsa,Pg360,TNW_03,TNW,307,0.8206152616859769,0.003595685177786657,0.0035956851777866564,0.14682381142628848,0.016380343587694766,0.00898921294446664
883779813_Pg360_03.fsa,Pg360,TNW_03,TNW,308,0.9923939151321056,0.0012009607686148918,0.0010008006405124099,0.0020016012810248197,0.002201761409127302,0.0012009607686148918
883779813_Pg360_04.fsa,Pg360,TNW_03,TNW,309,0.9822035592881423,0.004999000199960009,0.002799440111977605,0.001999600079984003,0.002399520095980804,0.005598880223955208
883779813_Pg360_05.fsa,Pg360,TNW_03,TNW,310,0.9883953581432573,0.0022008803521408556,0.0010004001600640254,0.0024009603841536613,0.0038015206082432965,0.002200880352140856
883779813_Pg360_06.fsa,Pg360,TNW_03,TNW,311,0.9831932773109243,0.0034013605442176874,0.0020008003201280513,0.003001200480192077,0.005602240896358544,0.002801120448179272
883779813_Pg360_07.fsa,Pg360,TNW_03,TNW,312,0.9909945967580548,0.0012007204322593559,0.0016009605763458077,0.0016009605763458077,0.003402041224734841,0.0012007204322593559
883779813_Pg360_08.fsa,Pg360,TNW_03,TNW,313,0.9759855913548129,0.002201320792475485,0.0026015609365619375,0.0024014408645187117,0.013608164898939365,0.0032019211526916154
883779813_Pg360_09.fsa,Pg360,TNW_03,TNW,314,0.7138,0.0712,0.091,0.042,0.0162,0.06580000000000001
883779813_Pg360_10.fsa,Pg360,TNW_03,TNW,315,0.9866133866133866,0.004395604395604396,0.0013986013986013988,0.0025974025974025974,0.0029970029970029974,0.0019980019980019984
883779813_Pg360_11.fsa,Pg360,TNW_03,TNW,316,0.9881976395279055,0.0022004400880176033,0.0012002400480096021,0.003000600120024005,0.003400680136027206,0.002000400080016003
883779813_Pg360_12.fsa,Pg360,TNW_03,TNW,317,0.9865999999999999,0.0032,0.002,0.0034000000000000002,0.0024000000000000002,0.0024000000000000002
883779813_Pg360_13.fsa,Pg360,TNW_03,TNW,318,0.9933933933933934,0.001001001001001001,0.001001001001001001,0.0016016016016016017,0.002002002002002002,0.001001001001001001
883779813_Pg360_14.fsa,Pg360,TNW_03,TNW,319,0.9933960376225734,0.0010006003602161296,0.0010006003602161296,0.0016009605763458077,0.0020012007204322593,0.0010006003602161296
883779813_Pg360_15.fsa,Pg360,TNW_03,TNW,320,0.9891978395679135,0.0020004000800160028,0.0020004000800160028,0.0022004400880176033,0.002400480096019204,0.0022004400880176033
883779813_Pg360_16.fsa,Pg360,TNW_03,TNW,321,0.9865946378551421,0.0010004001600640259,0.0010004001600640259,0.0016006402561024413,0.008803521408563426,0.0010004001600640259
883779813_Pg360_17.fsa,Pg360,TNW_03,TNW,322,0.990998199639928,0.0012002400480096021,0.002000400080016003,0.002000400080016003,0.002000400080016003,0.001800360072014403
883779813_Pg360_18.fsa,Pg360,TNW_03,TNW,323,0.9786042791441711,0.004199160167966407,0.0031993601279744054,0.0031993601279744054,0.007598480303939211,0.0031993601279744054
883779813_Pg360_19.fsa,Pg360,TNW_03,TNW,324,0.9623849539815926,0.002601040416166467,0.0010004001600640256,0.0036014405762304917,0.02761104441776711,0.0028011204481792717
883779813_Pg360_20.fsa,Pg360,TNW_03,TNW,325,0.9890043982407039,0.0027988804478208725,0.002199120351859257,0.0019992003198720516,0.0019992003198720516,0.0019992003198720516
883779813_Pg360_21.fsa,Pg360,TNW_03,TNW,326,0.9825999999999999,0.003,0.0028000000000000004,0.004399999999999999,0.0048000000000000004,0.0024000000000000002
883779813_Pg360_22.fsa,Pg360,TNW_03,TNW,327,0.9812112732360584,0.007395562662402559,0.0025984409354387374,0.0019988007195682594,0.0037977213671796925,0.0029982010793523886
883779813_Pg360_23.fsa,Pg360,TNW_03,TNW,328,0.988606835898461,0.0019988007195682594,0.002198680791525085,0.0019988007195682594,0.003198081151309215,0.0019988007195682594
