sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
883779813_Pg349_02.fsa,Pg349,KY_01,KY,60,0.0075969612155137945,0.2039184326269492,0.004598160735705718,0.0021991203518592563,0.0037984806077568972,0.7778888444622152
883779813_Pg349_03.fsa,Pg349,KY_01,KY,61,0.0031987205117952823,0.21671331467413033,0.002798880447820871,0.001999200319872051,0.0017992802878848463,0.7734906037584965
883779813_Pg349_04.fsa,Pg349,KY_01,KY,62,0.0017992802878848463,0.20191923230707715,0.0059976009596161535,0.0017992802878848463,0.0017992802878848463,0.7866853258696522
883779813_Pg349_07.fsa,Pg349,KY_01,KY,63,0.0020008003201280513,0.1992797118847539,0.02040816326530612,0.0020008003201280513,0.001600640256102441,0.7747098839535814
883779813_Pg349_08.fsa,Pg349,KY_01,KY,64,0.0025994801039792037,0.1999600079984003,0.0039992001599680055,0.0019996000799840027,0.0019996000799840027,0.7894421115776844
883779813_Pg349_09.fsa,Pg349,KY_01,KY,65,0.001200240048009602,0.20204040808161633,0.0030006001200240046,0.001200240048009602,0.001800360072014403,0.790758151630326
883779813_Pg349_10.fsa,Pg349,KY_01,KY,66,0.001999600079984003,0.22475504899020193,0.020795840831833633,0.002599480103979204,9.998000399920016e-4,0.7488502299540092
883779813_Pg349_11.fsa,Pg349,KY_01,KY,67,0.0024000000000000002,0.2084,0.0064,0.0024000000000000002,0.002,0.7784000000000001
883779813_Pg349_12.fsa,Pg349,KY_01,KY,68,0.0010006003602161296,0.2013207924754853,0.01040624374624775,0.0016009605763458077,0.0010006003602161296,0.7846708024814889
883779813_Pg349_13.fsa,Pg349,KY_01,KY,69,0.002601040416166467,0.20488195278111246,0.010604241696678672,0.006602641056422569,0.003001200480192077,0.7723089235694277
883779813_Pg349_14.fsa,Pg349,KY_01,KY,70,0.001999600079984003,0.20195960807838428,0.002999400119976005,0.0015996800639872027,9.998000399920016e-4,0.7904419116176764
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.001999600079984003,0.23475304939012195,0.016796640671865627,0.0027994401119776045,0.004799040191961608,0.7388522295540891
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.0012000000000000001,0.1996,0.0092,0.0026000000000000003,0.0018000000000000002,0.7856
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.002,0.1972,0.0172,0.0034000000000000002,0.002,0.7782
