sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
883779813_Pg348_17.fsa,Pg348,EX_01,EX-S,51,0.002000400080016003,0.1616323264652931,0.4868973794758952,0.0010002000400080016,0.3484696939387878
883779813_Pg348_18.fsa,Pg348,EX_01,EX-S,52,0.0020000000000000005,0.2016,0.5946,0.0018000000000000002,0.2
883779813_Pg348_19.fsa,Pg348,EX_01,EX-S,53,0.001999200319872051,0.2141143542582967,0.40243902439024387,0.001999200319872051,0.37944822071171536
883779813_Pg348_20.fsa,Pg348,EX_01,EX-S,54,0.001401120896717374,0.1999599679743795,0.5970776621297038,0.00100080064051241,0.20056044835868694
883779813_Pg348_21.fsa,Pg348,EX_01,EX-S,55,0.003399320135972805,0.14737052589482103,0.3505298940211957,0.0017996400719856027,0.49690061987602474
883779813_Pg348_22.fsa,Pg348,EX_01,EX-S,56,0.0013997200559888023,0.19976004799040192,0.2025594881023795,0.0015996800639872027,0.5946810637872426
883779813_Pg348_23.fsa,Pg348,EX_01,EX-S,57,0.0014002800560112022,0.19783956791358273,0.2006401280256051,0.01700340068013603,0.583116623324665
883779813_Pg348_24.fsa,Pg348,EX_01,EX-S,58,0.009005403241945167,0.20192115269161495,0.19851911146688014,0.009205523313988393,0.5813488092855713
883779813_Pg349_01.fsa,Pg349,KY_01,KY,59,0.004999000199960007,0.19916016796640668,0.0661867626474705,0.035192961407718444,0.6944611077784443
883779813_Pg349_02.fsa,Pg349,KY_01,KY,60,0.004998000799680128,0.19812075169932028,0.006197520991603359,0.00699720111955218,0.7836865253898442
883779813_Pg349_03.fsa,Pg349,KY_01,KY,61,0.001800360072014403,0.2036407281456291,0.03200640128025605,0.003200640128025605,0.7593518703740748
883779813_Pg349_04.fsa,Pg349,KY_01,KY,62,0.0017992802878848463,0.20171931227508996,0.008796481407437025,0.0017992802878848463,0.7858856457417033
883779813_Pg349_07.fsa,Pg349,KY_01,KY,63,0.001798561151079137,0.1996402877697842,0.003996802557953637,0.0019984012789768186,0.7925659472422063
883779813_Pg349_08.fsa,Pg349,KY_01,KY,64,0.0024000000000000002,0.20059999999999997,0.0044,0.0024000000000000002,0.7902
883779813_Pg349_09.fsa,Pg349,KY_01,KY,65,0.001600960576345808,0.20072043225935562,0.0062037222333400045,0.0010006003602161299,0.7904742845707425
883779813_Pg349_10.fsa,Pg349,KY_01,KY,66,0.0012004801920768309,0.20048019207683074,0.028611444577831137,0.0020008003201280513,0.7677070828331333
883779813_Pg349_11.fsa,Pg349,KY_01,KY,67,0.002000400080016003,0.20624124824964993,0.046609321864372874,0.002400480096019204,0.742748549709942
883779813_Pg349_12.fsa,Pg349,KY_01,KY,68,0.0012004801920768309,0.19867947178871548,0.005802320928371349,0.0010004001600640256,0.7933173269307723
883779813_Pg349_13.fsa,Pg349,KY_01,KY,69,0.0032006401280256056,0.2028405681136227,0.00600120024004801,0.003000600120024005,0.7849569913982797
883779813_Pg349_14.fsa,Pg349,KY_01,KY,70,0.0014002800560112022,0.2006401280256051,0.005201040208041609,0.001800360072014403,0.7909581916383277
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.00520104020804161,0.20044008801760355,0.014202840568113623,0.0024004800960192043,0.7777555511102221
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.003797721367179692,0.19228462922246647,0.010593643813711773,0.001998800719568259,0.7913252048770737
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.0022,0.20199999999999996,0.0066,0.002,0.7872000000000001
883779813_Pg349_18.fsa,Pg349,KY_01,KY,74,0.0024004800960192047,0.20224044808961789,0.01080216043208642,0.0024004800960192047,0.7821564312862573
