sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
883779813_Pg350_02.fsa,Pg350,KY_03,KY,82,0.5412752348590846,0.011593044173495902,0.007995202878273036,0.042574455326803914,0.14131521087347593,0.13551868878672793,0.08594843094143513,0.03377973216070357
883779813_Pg350_03.fsa,Pg350,KY_03,KY,83,0.002199560087982403,0.0013997200559888023,0.002199560087982403,0.0019996000799840036,0.004199160167966408,0.9822035592881423,0.0035992801439712063,0.002199560087982403
883779813_Pg350_04.fsa,Pg350,KY_03,KY,84,0.0013997200559888023,0.005598880223955208,0.0015996800639872027,0.0019996000799840036,0.011197760447910418,0.943011397720456,0.030193961207758455,0.004999000199960009
883779813_Pg350_05.fsa,Pg350,KY_03,KY,85,0.06697321071571372,0.0015993602558976412,0.0013994402239104358,0.07237105157936825,0.00699720111955218,0.7353058776489405,0.11255497800879649,0.0027988804478208716
883779813_Pg350_06.fsa,Pg350,KY_03,KY,86,0.008201640328065614,0.0058011602320464095,0.006001200240048009,0.0034006801360272057,0.015803160632126428,0.9357871574314862,0.015003000600120027,0.010002000400080016
883779813_Pg350_07.fsa,Pg350,KY_03,KY,87,0.004598160735705718,0.0015993602558976412,0.001999200319872051,0.004598160735705718,0.026989204318272696,0.9448220711715315,0.009996001599360255,0.005397840863654539
883779813_Pg350_08.fsa,Pg350,KY_03,KY,88,0.002599480103979204,0.0035992801439712063,0.026594681063787245,0.022795440911817635,0.05038992201559688,0.8786242751449711,0.011197760447910418,0.004199160167966407
883779813_Pg350_09.fsa,Pg350,KY_03,KY,89,0.0012002400480096021,0.0024004800960192043,0.0022004400880176037,0.002000400080016003,0.002600520104020805,0.9835967193438688,0.003400680136027206,0.002600520104020805
883779813_Pg350_10.fsa,Pg350,KY_03,KY,90,0.006802721088435375,0.0018007202881152463,0.002601040416166467,0.0034013605442176865,0.01440576230492197,0.8433373349339737,0.11184473789515809,0.015806322529011606
883779813_Pg350_11.fsa,Pg350,KY_03,KY,91,0.004004004004004005,0.0018018018018018023,0.002402402402402403,0.0032032032032032042,0.0038038038038038045,0.9733733733733734,0.00800800800800801,0.0034034034034034046
883779813_Pg350_12.fsa,Pg350,KY_03,KY,92,0.002399520095980804,0.0017996400719856032,0.003399320135972806,0.0025994801039792045,0.03139372125574885,0.9294141171765646,0.01879624075184963,0.010197960407918417
883779813_Pg350_13.fsa,Pg350,KY_03,KY,93,0.001200240048009602,0.0034006801360272057,0.001200240048009602,0.001800360072014403,0.005001000200040008,0.9767953590718144,0.004800960192038408,0.005801160232046409
883779813_Pg350_14.fsa,Pg350,KY_03,KY,94,0.0031993601279744046,0.0039992001599680055,0.016396720655868825,0.010397920415916816,0.008398320335932812,0.9400119976004798,0.004599080183963206,0.012997400519896016
883779813_Pg350_15.fsa,Pg350,KY_03,KY,95,0.0015990405756546075,0.00439736158305017,0.0017989206476114335,0.0027983210073955628,0.01958824705176894,0.8514891065360783,0.04397361583050171,0.07435538676793924
883779813_Pg350_16.fsa,Pg350,KY_03,KY,96,0.02342342342342342,0.0018018018018018018,0.001001001001001001,0.024824824824824825,0.0052052052052052045,0.9123123123123124,0.024824824824824825,0.006606606606606606
883779813_Pg350_17.fsa,Pg350,KY_03,KY,97,0.002801681008605163,0.0016009605763458077,0.0012007204322593559,0.003802281368821293,0.0022013207924754855,0.9449669801881129,0.03922353412047228,0.004202521512907746
883779813_Pg350_18.fsa,Pg350,KY_03,KY,98,0.011804721888755502,0.00740296118447379,0.010804321728691477,0.004801920768307323,0.04601840736294518,0.08163265306122448,0.08543417366946779,0.7521008403361344
883779813_Pg350_19.fsa,Pg350,KY_03,KY,99,0.001600640256102441,0.012404961984793917,0.0010004001600640256,0.002200880352140856,0.042617046818727494,0.9131652661064426,0.006402561024409764,0.020608243297318928
883779813_Pg350_20.fsa,Pg350,KY_03,KY,100,0.0028011204481792717,0.0018007202881152463,0.0014005602240896359,0.0024009603841536617,0.003001200480192077,0.9749899959983993,0.01020408163265306,0.0034013605442176874
883779813_Pg350_21.fsa,Pg350,KY_03,KY,101,0.0015987210231814548,0.0021982414068745,9.99200639488409e-4,0.0027977617905675456,0.042366107114308556,0.9404476418864908,0.0021982414068745003,0.007394084732214229
883779813_Pg350_22.fsa,Pg350,KY_03,KY,102,0.0020000000000000005,0.0018000000000000002,0.002,0.0021999999999999997,0.05960000000000001,0.9087999999999999,0.009600000000000001,0.014000000000000002
883779813_Pg351_01.fsa,Pg351,KY_04,KY,103,0.0058058058058058064,0.002202202202202202,0.001001001001001001,0.0034034034034034037,0.9383383383383384,0.020420420420420422,0.01901901901901902,0.009809809809809809
883779813_Pg351_02.fsa,Pg351,KY_04,KY,104,0.016999999999999998,0.030400000000000003,0.0076,0.0056,0.9186,0.009200000000000002,0.0036,0.008
883779813_Pg351_03.fsa,Pg351,KY_04,KY,105,0.0034000000000000002,0.0108,0.004,0.0024000000000000002,0.9534,0.0086,0.0098,0.0076
883779813_Pg351_04.fsa,Pg351,KY_04,KY,106,0.0014016820184221067,0.0036043251902282748,0.0010012014417300763,0.0014016820184221067,0.9753704445334401,0.011213456147376854,0.003203844613536244,0.002803364036844214
883779813_Pg351_05.fsa,Pg351,KY_04,KY,107,0.003402041224734841,0.006403842305383231,0.003001801080648389,0.0048028817290374235,0.9483690214128477,0.009605763458074847,0.006003602161296778,0.018411046627976782
883779813_Pg351_06.fsa,Pg351,KY_04,KY,108,0.003396603396603397,0.004195804195804196,0.0029970029970029974,0.002397602397602398,0.9650349650349651,0.0063936063936063945,0.011788211788211789,0.0037962037962037966
883779813_Pg351_07.fsa,Pg351,KY_04,KY,109,0.002599480103979204,0.002399520095980804,0.0013997200559888023,0.003399320135972806,0.9318136372725455,0.01259748050389922,0.02259548090381924,0.023195360927814435
883779813_Pg351_08.fsa,Pg351,KY_04,KY,110,0.0012012012012012014,0.0014014014014014015,0.0010010010010010012,0.0012012012012012014,0.9853853853853854,0.002802802802802803,0.002202202202202203,0.0048048048048048055
883779813_Pg351_09.fsa,Pg351,KY_04,KY,111,0.001200240048009602,0.0020004000800160028,0.0020004000800160028,0.001400280056011202,0.9345869173834767,0.008401680336067212,0.004800960192038408,0.04560912182436488
883779813_Pg351_10.fsa,Pg351,KY_04,KY,112,0.001600640256102441,0.0012004801920768309,0.0020008003201280513,0.002200880352140857,0.9805922368947579,0.007402961184473789,0.003001200480192077,0.0020008003201280513
883779813_Pg351_11.fsa,Pg351,KY_04,KY,113,0.0011997600479904018,0.003399320135972805,0.004199160167966407,0.0019996000799840027,0.951609678064387,0.012397520495900817,0.007998400319936011,0.017196560687862423
883779813_Pg351_12.fsa,Pg351,KY_04,KY,114,0.0022,0.0024000000000000002,0.0024000000000000002,0.0026000000000000003,0.7044,0.11240000000000001,0.11740000000000002,0.05620000000000001
883779813_Pg351_13.fsa,Pg351,KY_04,KY,115,0.0022,0.016599999999999997,0.0034000000000000002,0.0034000000000000002,0.9513999999999999,0.014000000000000002,0.0056,0.0033999999999999994
883779813_Pg351_14.fsa,Pg351,KY_04,KY,116,0.0017992802878848458,0.014594162335065969,0.005397840863654537,0.0031987205117952815,0.9626149540183926,0.005797680927628947,0.0033986405437824866,0.0031987205117952815
883779813_Pg351_15.fsa,Pg351,KY_04,KY,117,0.0035992801439712063,0.004599080183963208,0.002999400119976005,0.002999400119976005,0.959608078384323,0.004599080183963208,0.015796840631873626,0.0057988402319536095
883779813_Pg351_16.fsa,Pg351,KY_04,KY,118,0.006003602161296777,0.006203722233340004,0.0020012007204322593,0.0026015609365619367,0.9657794676806084,0.006203722233340004,0.004802881729037423,0.00640384230538323
883779813_Pg351_17.fsa,Pg351,KY_04,KY,119,0.003202562049639712,0.004203362690152122,0.00100080064051241,0.0020016012810248206,0.9701761409127302,0.00600480384307446,0.005404323458767014,0.00800640512409928
883779813_Pg351_18.fsa,Pg351,KY_04,KY,120,0.0034000000000000002,0.004399999999999999,0.002,0.004200000000000001,0.9625999999999999,0.0064,0.0036000000000000003,0.0134
883779813_Pg351_19.fsa,Pg351,KY_04,KY,121,0.003202562049639712,0.0018014411529223382,0.00100080064051241,0.001601281024819856,0.9819855884707767,0.003602882305844676,0.004203362690152122,0.002602081665332266
883779813_Pg351_20.fsa,Pg351,KY_04,KY,122,0.0016006402561024409,0.002000800320128051,0.0010004001600640254,0.0022008803521408565,0.9809923969587835,0.005802320928371348,0.004001600640256102,0.0024009603841536613
883779813_Pg351_21.fsa,Pg351,KY_04,KY,123,0.0028005601120224045,0.0022004400880176033,0.002000400080016003,0.0024004800960192043,0.9813962792558513,0.003600720144028806,0.003400680136027206,0.0022004400880176033
883779813_Pg351_22.fsa,Pg351,KY_04,KY,124,0.0048,0.0056,0.003,0.0024000000000000002,0.9592,0.0162,0.0048000000000000004,0.003999999999999999
883779813_Pg351_23.fsa,Pg351,KY_04,KY,125,0.002200440088017603,0.0032006401280256047,0.0030006001200240046,0.0020004000800160028,0.9691938387677536,0.006001200240048009,0.006401280256051209,0.00800160032006401
883779813_Pg351_24.fsa,Pg351,KY_04,KY,126,0.003201921152691615,0.0022013207924754846,0.0020012007204322593,0.0018010806483890335,0.9799879927956774,0.004202521512907745,0.004202521512907745,0.0024014408645187113
883779813_Pg352_01.fsa,Pg352,KY_05,KY,127,0.001401120896717374,0.00200160128102482,0.00200160128102482,0.0036028823058446764,0.0022017614091273023,0.002802241793434748,0.005204163330664533,0.9807846277021617
883779813_Pg352_02.fsa,Pg352,KY_05,KY,128,0.0038015206082432974,0.002601040416166467,0.001600640256102441,0.0024009603841536617,0.006602641056422569,0.003801520608243297,0.004201680672268908,0.9749899959983993
883779813_Pg352_03.fsa,Pg352,KY_05,KY,129,0.0025994801039792045,0.00599880023995201,0.0025994801039792045,0.003999200159968007,0.003399320135972806,0.0061987602479504095,0.01899620075984803,0.9562087582483504
883779813_Pg352_04.fsa,Pg352,KY_05,KY,130,0.004001600640256103,0.006802721088435375,0.0012004801920768309,0.001600640256102441,0.00700280112044818,0.004601840736294518,0.004001600640256103,0.9707883153261304
883779813_Pg352_05.fsa,Pg352,KY_05,KY,131,0.03920784156831366,0.0058011602320464095,0.001800360072014403,0.04840968193638728,0.025805161032206442,0.02020404080816163,0.11062212442488498,0.7481496299259852
883779813_Pg352_06.fsa,Pg352,KY_05,KY,132,0.0015996800639872027,0.010797840431913617,0.001999600079984003,0.0025994801039792045,0.005798840231953609,0.0031993601279744054,0.04339132173565286,0.930613877224555
