sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13
883779813_Pg346_22.fsa,Pg346,IN_01,IN,22,0.001999600079984003,9.998000399920016e-4,9.998000399920016e-4,0.001999600079984003,0.001999600079984003,9.998000399920016e-4,0.9790041991601679,0.0027994401119776045,0.003999200159968006,9.998000399920016e-4,0.001199760047990402,0.001999600079984003,9.998000399920016e-4
883779813_Pg346_23.fsa,Pg346,IN_01,IN,23,0.001998401278976818,9.99200639488409e-4,9.99200639488409e-4,0.001998401278976818,0.001998401278976818,9.99200639488409e-4,0.9810151878497202,0.001998401278976818,0.001998401278976818,9.99200639488409e-4,0.001199040767386091,0.0017985611510791366,0.001998401278976818
883779813_Pg346_24.fsa,Pg346,IN_01,IN,24,0.001201923076923077,0.0010016025641025642,0.0010016025641025642,0.0014022435897435897,0.0010016025641025642,0.0010016025641025642,0.9849759615384616,0.0010016025641025642,0.0020032051282051285,0.0010016025641025642,0.001201923076923077,0.001201923076923077,0.0020032051282051285
883779813_Pg347_01.fsa,Pg347,KY_02,KY,25,0.012407444466680007,0.0010006003602161296,0.005203121873123873,0.0038022813688212923,0.0020012007204322593,0.0030018010806483887,0.004002401440864519,0.9293576145687412,0.017810686411847108,0.0012007204322593557,0.002801681008605163,0.0020012007204322597,0.015409245547328396
883779813_Pg347_02.fsa,Pg347,KY_02,KY,26,0.03362690152121697,0.0010008006405124096,0.0010008006405124096,0.005004003202562049,0.0010008006405124096,0.0010008006405124096,0.0036028823058446755,0.9399519615692553,0.004603682946357084,0.0012009607686148918,0.0018014411529223377,0.0018014411529223377,0.004403522818254603
883779813_Pg347_03.fsa,Pg347,KY_02,KY,27,0.0030006001200240046,0.002000400080016003,0.0022004400880176033,0.004200840168033607,0.003200640128025605,0.003200640128025605,0.0010002000400080016,0.9559911982396478,0.0034006801360272057,0.002400480096019204,0.010002000400080016,0.003800760152030406,0.005601120224044809
883779813_Pg347_11.fsa,Pg347,KY_02,KY,28,0.011202240448089618,0.005601120224044809,0.0058011602320464095,0.017203440688137627,0.004800960192038408,0.00620124024804961,0.015203040608121624,0.8751750350070013,0.008201640328065612,0.010802160432086417,0.00640128025605121,0.00640128025605121,0.027005401080216047
883779813_Pg347_12.fsa,Pg347,KY_02,KY,29,0.002601040416166467,0.0010004001600640256,0.0010004001600640256,0.0024009603841536617,0.0012004801920768309,0.0012004801920768309,0.012605042016806723,0.9461784713885555,0.008003201280512205,0.006802721088435375,0.012404961984793917,0.0020008003201280513,0.002601040416166467
883779813_Pg347_17.fsa,Pg347,KY_02,KY,30,0.004399999999999999,0.0012000000000000001,0.001,0.005200000000000001,0.0021999999999999997,0.001,0.0034000000000000002,0.9642,0.0021999999999999997,0.005200000000000001,0.004,0.0022,0.0038
883779813_Pg347_18.fsa,Pg347,KY_02,KY,31,0.007198560287942413,0.007398520295940811,0.002199560087982403,0.007198560287942412,0.002999400119976005,9.998000399920016e-4,0.004399120175964806,0.926014797040592,0.002399520095980804,0.0061987602479504095,0.012997400519896023,0.004199160167966408,0.015796840631873626
