sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10
883779813_Pg346_24.fsa,Pg346,IN_01,IN,24,0.001802162595114137,0.001001201441730076,0.0016019223067681215,0.002202643171806167,0.1988386063275931,0.001001201441730076,0.788546255506608,0.001001201441730076,0.0012014417300760913,0.0028033640368442126
883779813_Pg347_01.fsa,Pg347,KY_02,KY,25,0.9391999999999999,0.0014,0.0020000000000000005,0.004200000000000001,0.0186,0.004,0.0073999999999999995,0.0018000000000000002,0.0068000000000000005,0.014599999999999998
883779813_Pg347_02.fsa,Pg347,KY_02,KY,26,0.953781512605042,0.0014005602240896359,0.0010004001600640256,0.005402160864345739,0.005202080832332934,0.0020008003201280513,0.008403361344537815,0.0010004001600640256,0.017807122849139656,0.004001600640256103
883779813_Pg347_03.fsa,Pg347,KY_02,KY,27,0.9654069186162768,0.0025994801039792045,0.003399320135972806,0.004799040191961608,0.002799440111977605,0.0025994801039792045,0.0017996400719856032,0.0021995600879824036,0.009998000399920017,0.004399120175964807
883779813_Pg347_11.fsa,Pg347,KY_02,KY,28,0.8669733946789357,0.01180236047209442,0.011602320464092819,0.01700340068013603,0.010202040408081618,0.007401480296059212,0.03020604120824165,0.008201640328065614,0.006601320264052811,0.030006001200240058
883779813_Pg347_12.fsa,Pg347,KY_02,KY,29,0.9635708566853483,0.007806244995996798,0.005604483586869496,0.00200160128102482,0.007405924739791833,0.00100080064051241,0.006605284227381905,0.00100080064051241,0.00300240192153723,0.00200160128102482
883779813_Pg347_17.fsa,Pg347,KY_02,KY,30,0.974974974974975,0.005005005005005006,0.002802802802802803,0.004204204204204205,0.002202202202202203,0.0010010010010010012,0.0030030030030030034,0.0010010010010010012,0.0020020020020020024,0.003803803803803804
883779813_Pg347_18.fsa,Pg347,KY_02,KY,31,0.9402000000000001,0.0073999999999999995,0.006,0.008,0.003,0.002,0.0072,0.005200000000000001,0.0044,0.0166
883779813_Pg347_21.fsa,Pg347,KY_02,KY,32,0.9606157536985206,0.0021991203518592563,0.002399040383846462,0.001999200319872051,0.0035985605757696926,0.00859656137544982,0.0015993602558976412,0.001999200319872051,0.014994002399040387,0.001999200319872051
883779813_Pg347_22.fsa,Pg347,KY_02,KY,33,0.8950950950950951,0.001001001001001001,0.004004004004004004,0.06266266266266267,0.002002002002002002,0.005405405405405406,0.004004004004004004,0.015815815815815818,0.0020020020020020024,0.008008008008008008
883779813_Pg347_23.fsa,Pg347,KY_02,KY,34,0.9317590554332599,0.0010006003602161294,0.0016009605763458072,0.04722833700220131,0.002001200720432259,0.0010006003602161294,0.005203121873123873,0.0012007204322593554,0.0018010806483890333,0.007204322593556132
883779813_Pg348_01.fsa,Pg348,EX_01,EX-S,35,0.9798040391921614,0.001999600079984003,0.0019996000799840027,0.0019996000799840027,0.002199560087982403,9.998000399920014e-4,0.003399320135972805,9.998000399920014e-4,0.002599480103979204,0.0039992001599680055
883779813_Pg348_02.fsa,Pg348,EX_01,EX-S,36,0.0022,0.001,0.0012000000000000001,0.0014,0.9858,0.002,0.002,0.001,0.0012000000000000001,0.0022
883779813_Pg348_03.fsa,Pg348,EX_01,EX-S,37,0.002398081534772182,0.001199040767386091,0.0013988808952837728,0.001998401278976818,0.9838129496402876,0.0021982414068745003,0.0017985611510791366,0.001199040767386091,0.0017985611510791366,0.0021982414068745003
883779813_Pg348_04.fsa,Pg348,EX_01,EX-S,38,0.9774090363854459,0.001999200319872051,0.001999200319872051,0.0029988004798080768,0.0029988004798080768,0.001999200319872051,0.0031987205117952823,0.001999200319872051,0.002399040383846462,0.0029988004798080768
883779813_Pg348_05.fsa,Pg348,EX_01,EX-S,39,0.9426114777044592,0.003399320135972806,0.002399520095980804,0.009398120375924815,0.0031993601279744054,0.001999600079984003,0.007398520295940811,0.001999600079984003,0.01739652069586083,0.010197960407918417
883779813_Pg348_06.fsa,Pg348,EX_01,EX-S,40,0.9853999999999999,0.001,0.0014,0.002,0.0028000000000000004,0.001,0.0016,0.001,0.0018000000000000002,0.002
883779813_Pg348_07.fsa,Pg348,EX_01,EX-S,41,0.9847969593918784,0.0010002000400080016,0.0016003200640128026,0.0030006001200240046,0.0022004400880176037,0.0010002000400080016,0.002400480096019204,0.0010002000400080016,0.0010002000400080016,0.002000400080016003
883779813_Pg348_08.fsa,Pg348,EX_01,EX-S,42,0.9852177387135438,9.988014382740712e-4,9.988014382740712e-4,0.0019976028765481425,0.0025968837395125856,0.0019976028765481425,0.0017978425888933284,9.988014382740712e-4,0.0013983220135836997,0.0019976028765481425
883779813_Pg348_09.fsa,Pg348,EX_01,EX-S,43,0.9629629629629629,0.001001001001001001,0.005205205205205206,0.009809809809809809,0.0032032032032032033,0.001001001001001001,0.0034034034034034037,0.002002002002002002,0.002202202202202202,0.009209209209209208
883779813_Pg348_10.fsa,Pg348,EX_01,EX-S,44,0.9890000000000001,0.001,0.001,0.0018000000000000002,0.0018000000000000002,0.001,0.001,0.001,0.001,0.0014
883779813_Pg348_11.fsa,Pg348,EX_01,EX-S,45,0.9385631378827296,0.0010006003602161296,0.0010006003602161296,0.04182509505703422,0.002201320792475485,0.0010006003602161296,0.004802881729037423,0.0010006003602161296,0.0030018010806483887,0.005603362017210325
883779813_Pg348_12.fsa,Pg348,EX_01,EX-S,46,0.9876000000000001,0.001,0.001,0.0018000000000000002,0.002,0.001,0.0012000000000000001,0.001,0.0014,0.002
883779813_Pg348_13.fsa,Pg348,EX_01,EX-S,47,0.9852088746751949,9.994003597841297e-4,9.994003597841297e-4,0.0019988007195682594,0.0019988007195682594,0.0019988007195682594,0.0017989206476114335,9.994003597841297e-4,0.0019988007195682594,0.0019988007195682594
883779813_Pg348_14.fsa,Pg348,EX_01,EX-S,48,0.9777866720032019,0.0010006003602161296,0.003201921152691615,0.0054032419451671004,0.0030018010806483887,0.0010006003602161296,0.002601560936561937,0.0010006003602161296,0.0018010806483890335,0.003201921152691615
883779813_Pg348_15.fsa,Pg348,EX_01,EX-S,49,0.9843843843843845,0.0012012012012012014,0.0016016016016016019,0.0020020020020020024,0.0028028028028028035,0.0010010010010010012,0.002202202202202203,0.0010010010010010012,0.0018018018018018023,0.0020020020020020024
883779813_Pg348_16.fsa,Pg348,EX_01,EX-S,50,0.5849169833966793,0.0014002800560112022,0.002600520104020805,0.002800560112022404,0.3980796159231847,0.0012002400480096021,0.0022004400880176037,0.0022004400880176037,0.0016003200640128028,0.003000600120024005
883779813_Pg348_17.fsa,Pg348,EX_01,EX-S,51,0.36647329465893175,0.0010002000400080016,0.001800360072014403,0.006401280256051211,0.6155231046209242,0.0010002000400080016,0.0024004800960192043,0.0010002000400080016,0.0012002400480096021,0.0032006401280256056
883779813_Pg348_18.fsa,Pg348,EX_01,EX-S,52,0.0024019215372297837,0.0012009607686148918,0.0010008006405124099,0.0012009607686148918,0.9855884707766214,0.0026020816653322654,0.0014011208967173738,0.0012009607686148918,0.0012009607686148918,0.002201761409127302
883779813_Pg348_19.fsa,Pg348,EX_01,EX-S,53,0.5288115246098439,0.0010004001600640256,0.001800720288115246,0.0022008803521408565,0.4531812725090036,0.0020008003201280513,0.003001200480192077,0.0012004801920768309,0.001600640256102441,0.005202080832332934
883779813_Pg348_20.fsa,Pg348,EX_01,EX-S,54,0.004,0.001,0.0012000000000000001,0.0022,0.9846,0.0012000000000000001,0.0014,0.001,0.0012000000000000001,0.0022
883779813_Pg348_21.fsa,Pg348,EX_01,EX-S,55,0.6127676605963578,0.0010006003602161296,0.0032019211526916154,0.002201320792475485,0.3648188913348009,0.003001801080648389,0.004602761656994197,0.0022013207924754855,0.003001801080648389,0.0032019211526916154
883779813_Pg348_22.fsa,Pg348,EX_01,EX-S,56,0.9851911146688013,0.0010006003602161296,0.0020012007204322597,0.0022013207924754846,0.0020012007204322593,0.0010006003602161296,0.0020012007204322593,0.0010006003602161296,0.0014008405043025814,0.002201320792475485
883779813_Pg348_23.fsa,Pg348,EX_01,EX-S,57,0.96537922753652194,0.010006003602161298,0.0054032419451671004,0.007204322593556134,0.0020012007204322593,0.0010006003602161296,0.0022013207924754855,0.0010006003602161296,0.0014008405043025817,0.004402641584950971
883779813_Pg348_24.fsa,Pg348,EX_01,EX-S,58,0.9559999999999998,0.007800000000000001,0.0076,0.002,0.002,0.0054,0.0027999999999999995,0.009200000000000002,0.0032,0.004
883779813_Pg349_01.fsa,Pg349,KY_01,KY,59,0.0054010802160432084,0.022004400880176037,0.020004000800160033,0.12182436487297459,0.002600520104020804,0.0014002800560112022,0.46109221844368875,0.004200840168033607,0.3550710142028406,0.00640128025605121
883779813_Pg349_02.fsa,Pg349,KY_01,KY,60,0.001999600079984003,0.0037992401519696068,0.004599080183963208,0.002999400119976005,0.002599480103979204,9.998000399920016e-4,0.5850829834033194,0.0037992401519696063,0.3877224555088983,0.006398720255948811
883779813_Pg349_03.fsa,Pg349,KY_01,KY,61,0.0056,0.0034000000000000002,0.003,0.0094,0.0028000000000000004,0.002,0.5428,0.001,0.392,0.038
883779813_Pg349_04.fsa,Pg349,KY_01,KY,62,0.009009009009009009,0.0012012012012012014,0.0028028028028028026,0.007607607607607608,0.004604604604604605,0.0010010010010010012,0.5705705705705706,0.0014014014014014015,0.3925925925925926,0.00920920920920921
883779813_Pg349_07.fsa,Pg349,KY_01,KY,63,0.0022013207924754855,0.0012007204322593559,0.0018010806483890337,0.0024014408645187117,0.003402041224734841,0.0010006003602161296,0.5913548128877326,0.0012007204322593559,0.3934360616369822,0.0020012007204322593
883779813_Pg349_08.fsa,Pg349,KY_01,KY,64,0.0025984409354387374,0.0015990405756546075,0.0017989206476114335,0.0033979612232660408,0.0025984409354387374,0.0015990405756546075,0.5872476514091545,0.0015990405756546075,0.394963022186688,0.0025984409354387374
883779813_Pg349_09.fsa,Pg349,KY_01,KY,65,0.003200640128025605,0.0010002000400080016,0.001800360072014403,0.005001000200040008,0.002000400080016003,0.0010002000400080016,0.5865173034606922,0.001200240048009602,0.39507901580316057,0.003200640128025605
883779813_Pg349_10.fsa,Pg349,KY_01,KY,66,0.003601440576230492,0.0014005602240896359,0.004601840736294518,0.004201680672268907,0.00820328131252501,0.0010004001600640256,0.5724289715886354,0.0010004001600640256,0.3905562224889956,0.013005202080832334
883779813_Pg349_11.fsa,Pg349,KY_01,KY,67,0.02842273819055244,0.001401120896717374,0.01481184947958367,0.024619695756605286,0.00400320256204964,0.00100080064051241,0.5200160128102481,0.001601281024819856,0.3913130504403523,0.012810248198558848
883779813_Pg349_12.fsa,Pg349,KY_01,KY,68,0.0043982407037185135,9.996001599360256e-4,0.0019992003198720516,0.0029988004798080768,0.0049980007996801275,9.996001599360256e-4,0.5913634546181528,9.996001599360256e-4,0.3876449420231907,0.003598560575769692
883779813_Pg349_13.fsa,Pg349,KY_01,KY,69,0.004000800160032006,0.0016003200640128026,0.0030006001200240046,0.0022004400880176033,0.004600920184036808,0.0026005201040208044,0.5865173034606922,0.0022004400880176037,0.389877975595119,0.0034006801360272057
883779813_Pg349_14.fsa,Pg349,KY_01,KY,70,0.0025984409354387374,9.994003597841297e-4,0.0017989206476114335,0.003597841295222867,0.0019988007195682594,9.994003597841297e-4,0.5882470517689385,9.994003597841297e-4,0.3955626624025585,0.003198081151309215
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.0020008003201280513,0.0014005602240896359,0.0034013605442176874,0.0010004001600640256,0.006802721088435373,0.0010004001600640256,0.5796318527410964,0.0028011204481792717,0.39415766306522615,0.0078031212484993995
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.006197520991603359,0.0021991203518592563,0.002598960415833667,0.007596961215513795,0.011795281887245103,0.00699720111955218,0.579968012794882,0.0031987205117952823,0.37504998000799683,0.0043982407037185135
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.0028000000000000004,0.0016,0.0021999999999999997,0.0026000000000000003,0.0062,0.002,0.5841999999999999,0.0016,0.3936,0.0032
883779813_Pg349_18.fsa,Pg349,KY_01,KY,74,0.004602761656994196,0.0016009605763458077,0.0014008405043025817,0.012207324394636784,0.0026015609365619375,0.0020012007204322593,0.5753452071242745,0.0016009605763458077,0.395037022213328,0.003602161296778067
883779813_Pg349_19.fsa,Pg349,KY_01,KY,75,0.028200000000000003,0.002,0.0094,0.0678,0.0036000000000000003,0.0026000000000000003,0.48040000000000005,0.0012000000000000001,0.3786,0.0262
883779813_Pg349_20.fsa,Pg349,KY_01,KY,76,0.008401680336067216,0.0014002800560112022,0.0022004400880176033,0.003000600120024005,0.005001000200040008,0.0010002000400080016,0.57751550310062,0.0016003200640128028,0.39247849569913984,0.007401480296059212
883779813_Pg349_21.fsa,Pg349,KY_01,KY,77,0.0032044862807931104,0.0012016823552974164,0.002002803925495694,0.002803925495693972,0.0026036451031444022,0.001001401962747847,0.587422391347887,0.001001401962747847,0.39535349489284993,0.00340476667334268
883779813_Pg349_22.fsa,Pg349,KY_01,KY,78,0.004800960192038408,0.01240248049609922,0.002000400080016003,0.003800760152030406,0.002400480096019204,0.0014002800560112022,0.5705141028205641,0.0036007201440288058,0.3892778555711142,0.009801960392078415
883779813_Pg349_23.fsa,Pg349,KY_01,KY,79,0.003205128205128206,0.0010016025641025642,0.002203525641025641,0.005008012820512822,0.007011217948717951,0.0010016025641025642,0.5895432692307693,0.001602564102564103,0.38501602564102566,0.004407051282051283
883779813_Pg349_24.fsa,Pg349,KY_01,KY,80,0.0016,0.0018000000000000002,0.0032,0.014000000000000002,0.008799999999999999,0.0038,0.5673999999999999,0.0032,0.39199999999999996,0.004200000000000001
883779813_Pg350_01.fsa,Pg350,KY_03,KY,81,0.0022017614091273015,0.0012009607686148918,0.002602081665332266,0.9731785428342674,0.002201761409127302,0.0010008006405124099,0.008406725380304243,0.0010008006405124099,0.005604483586869496,0.002602081665332266
883779813_Pg350_02.fsa,Pg350,KY_03,KY,82,0.16573370651739305,0.019992003198720514,0.00819672131147541,0.13094762095161935,0.01999200319872051,0.011595361855257896,0.038984406237504994,0.007996801279488205,0.453218712514994,0.1433426629348261
883779813_Pg350_03.fsa,Pg350,KY_03,KY,83,0.0035964035964035973,9.990009990009992e-4,0.0017982017982017986,0.9814185814185815,0.0019980019980019984,9.990009990009992e-4,0.002197802197802198,0.0019980019980019984,0.0017982017982017986,0.0031968031968031972
883779813_Pg350_04.fsa,Pg350,KY_03,KY,84,0.01741393114491593,0.001401120896717374,0.01100880704563651,0.9267413931144916,0.007405924739791835,0.007606084867894316,0.0178142514011209,0.001601281024819856,0.0028022417934347485,0.006204963971176942
883779813_Pg350_05.fsa,Pg350,KY_03,KY,85,0.01100220044008802,0.0010002000400080016,0.003000600120024005,0.7323464692938588,0.002800560112022405,0.0010002000400080016,0.09081816363272656,0.0010002000400080016,0.14602920584116824,0.011002200440088018
883779813_Pg350_06.fsa,Pg350,KY_03,KY,86,0.022013207924754856,0.003201921152691616,0.004202521512907746,0.9369621773063839,0.005603362017210327,0.005603362017210327,0.003602161296778068,0.004202521512907746,0.003602161296778068,0.011006603962377428
883779813_Pg350_07.fsa,Pg350,KY_03,KY,87,0.0046,0.0012000000000000001,0.0018000000000000002,0.9526,0.005,0.001,0.007800000000000001,0.002,0.0038000000000000004,0.020200000000000003
883779813_Pg350_08.fsa,Pg350,KY_03,KY,88,0.002200880352140856,0.007202881152460985,0.007603041216486596,0.9343737494997999,0.002601040416166467,0.0020008003201280513,0.0078031212484993995,0.009603841536614647,0.0028011204481792717,0.023809523809523808
883779813_Pg350_09.fsa,Pg350,KY_03,KY,89,0.002201320792475485,0.0012007204322593559,0.0024014408645187117,0.9845907544526716,0.0020012007204322593,0.0010006003602161296,0.0020012007204322593,0.0012007204322593559,0.0014008405043025817,0.0020012007204322593
883779813_Pg350_10.fsa,Pg350,KY_03,KY,90,0.16940328394072887,0.0020024028834601526,0.0020024028834601526,0.802963556267521,0.0020024028834601526,0.0010012014417300763,0.0054064877853424115,0.0020024028834601526,0.005606728073688427,0.0076091309571485796
883779813_Pg350_11.fsa,Pg350,KY_03,KY,91,0.006602641056422569,0.002200880352140856,0.001800720288115246,0.97218887555022,0.003001200480192077,0.0010004001600640256,0.004601840736294518,0.0020008003201280513,0.0034013605442176874,0.003201280512204882
883779813_Pg350_12.fsa,Pg350,KY_03,KY,92,0.003402722177742194,0.00200160128102482,0.00200160128102482,0.9479583666933546,0.007806244995996798,0.00100080064051241,0.01020816653322658,0.00200160128102482,0.0022017614091273015,0.02141713370696557
883779813_Pg350_13.fsa,Pg350,KY_03,KY,93,0.015803160632126424,0.001400280056011202,0.0034006801360272052,0.9609921984396879,0.006001200240048009,0.0020004000800160028,0.0036007201440288053,0.0010002000400080014,0.001400280056011202,0.004400880176035207
883779813_Pg350_14.fsa,Pg350,KY_03,KY,94,0.0022004400880176033,0.004000800160032007,0.007001400280056012,0.9591918383676735,0.008201640328065614,0.003200640128025605,0.003200640128025605,0.0054010802160432084,0.0026005201040208044,0.005001000200040008
883779813_Pg350_15.fsa,Pg350,KY_03,KY,95,0.11411411411411412,0.0030030030030030034,0.005405405405405407,0.831031031031031,0.025425425425425426,0.0020020020020020024,0.003803803803803804,0.0012012012012012014,0.0014014014014014015,0.01261261261261261
883779813_Pg350_16.fsa,Pg350,KY_03,KY,96,0.006602641056422569,0.0024009603841536617,0.0034013605442176874,0.9043617446978791,0.008403361344537816,0.0010004001600640256,0.01520608243297319,0.0010004001600640256,0.05262104841936775,0.005002000800320128
883779813_Pg350_17.fsa,Pg350,KY_03,KY,97,0.005803482089253552,0.0010006003602161296,0.0016009605763458077,0.9675805483289974,0.002601560936561937,0.0010006003602161296,0.014608765259155497,0.0010006003602161296,0.0028016810086051633,0.0020012007204322593
883779813_Pg350_18.fsa,Pg350,KY_03,KY,98,0.057588482303539294,0.0037992401519696063,0.01059788042391522,0.08358328334333133,0.7258548290341932,0.003999200159968006,0.046990601879624075,0.009798040391921616,0.010997800439912017,0.04679064187162567
883779813_Pg350_19.fsa,Pg350,KY_03,KY,99,0.07345876701361088,0.001200960768614892,0.023618895116092876,0.8660928742994395,0.003602882305844676,0.001200960768614892,0.00200160128102482,0.00100080064051241,0.00200160128102482,0.025820656525220177
883779813_Pg350_20.fsa,Pg350,KY_03,KY,100,0.002400480096019204,0.0022004400880176033,0.001800360072014403,0.9805961192238448,0.0022004400880176037,0.001200240048009602,0.004000800160032006,0.0010002000400080016,0.002400480096019204,0.0022004400880176033
883779813_Pg350_21.fsa,Pg350,KY_03,KY,101,0.002198680791525085,0.0017989206476114335,0.002998201079352389,0.9660203877673397,0.00739556266240256,9.994003597841297e-4,0.0021986807915250852,9.994003597841297e-4,0.002198680791525085,0.01319208474915051
883779813_Pg350_22.fsa,Pg350,KY_03,KY,102,0.020200000000000003,0.002,0.002,0.909,0.005600000000000001,0.001,0.0032,0.0012000000000000001,0.0024000000000000002,0.0534
883779813_Pg351_01.fsa,Pg351,KY_04,KY,103,0.03203203203203203,0.0014014014014014013,0.004604604604604604,0.011211211211211209,0.0062062062062062055,0.001001001001001001,0.008608608608608608,0.001001001001001001,0.007007007007007007,0.926926926926927
883779813_Pg351_02.fsa,Pg351,KY_04,KY,104,0.0031993601279744054,0.005398920215956809,0.008398320335932815,0.008398320335932814,0.008798240351929613,0.03399320135972806,0.0035992801439712063,0.006398720255948811,0.008798240351929614,0.9130173965206959
883779813_Pg351_03.fsa,Pg351,KY_04,KY,105,0.022818254603682947,0.0020016012810248197,0.010008006405124097,0.004403522818254603,0.0036028823058446755,0.010408326661329063,0.002602081665332266,0.004203362690152122,0.0024019215372297837,0.9375500400320256
883779813_Pg351_04.fsa,Pg351,KY_04,KY,106,0.01140456182472989,0.0010004001600640256,0.00820328131252501,0.008403361344537815,0.0020008003201280513,0.0010004001600640256,0.0020008003201280513,0.0012004801920768309,0.0018007202881152463,0.9629851940776311
883779813_Pg351_05.fsa,Pg351,KY_04,KY,107,0.0031993601279744054,0.002399520095980804,0.0027994401119776045,0.011597680463907219,0.019996000799840034,0.00659868026394721,0.041191761647670466,0.002999400119976005,0.004599080183963208,0.9046190761847631
883779813_Pg351_06.fsa,Pg351,KY_04,KY,108,0.002399520095980804,0.001999600079984003,0.0021995600879824036,0.007398520295940813,0.003599280143971206,0.004399120175964807,0.01139772045590882,0.0031993601279744054,0.002999400119976005,0.9604079184163168
883779813_Pg351_07.fsa,Pg351,KY_04,KY,109,0.06157536985205918,0.001999200319872051,0.002598960415833667,0.002598960415833667,0.010795681727309077,0.001999200319872051,0.005197920831667333,0.001199520191923231,0.0031987205117952823,0.9088364654138346
883779813_Pg351_08.fsa,Pg351,KY_04,KY,110,0.0032025620496397124,0.00100080064051241,0.0016012810248198562,0.0022017614091273023,0.004403522818254604,0.00100080064051241,0.004403522818254604,0.00100080064051241,0.001401120896717374,0.9797838270616493
883779813_Pg351_09.fsa,Pg351,KY_04,KY,111,0.013805522208883552,0.0010004001600640256,0.0034013605442176874,0.0056022408963585435,0.035214085634253704,0.0010004001600640256,0.003201280512204882,0.0020008003201280513,0.0014005602240896359,0.9333733493397359
883779813_Pg351_10.fsa,Pg351,KY_04,KY,112,0.002002402883460152,0.001001201441730076,0.001001201441730076,0.007408890668802564,0.002002402883460152,0.001001201441730076,0.0032038446135362435,0.002002402883460152,0.0018021625951141372,0.9785742891469764
883779813_Pg351_11.fsa,Pg351,KY_04,KY,113,0.06724034420652392,0.0018010806483890337,0.007604562737642586,0.003001801080648389,0.012207324394636782,0.0010006003602161296,0.014808885331198722,0.0038022813688212928,0.0014008405043025817,0.8871322793676205
883779813_Pg351_12.fsa,Pg351,KY_04,KY,114,0.11126676005603363,0.0010006003602161296,0.0028016810086051638,0.04102461476886132,0.02461476886131679,0.0020012007204322593,0.012407444466680009,0.0022013207924754855,0.0026015609365619375,0.8000800480288173
