sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
883779813_Pg348_21.fsa,Pg348,EX_01,EX-S,55,0.5172965406918616,0.0021995600879824036,0.004399120175964807,0.19876024795040992,0.27274545090981805,0.002999400119976005,0.0015996800639872027
883779813_Pg348_22.fsa,Pg348,EX_01,EX-S,56,0.3970764917901482,0.001001201441730076,0.0030036043251902285,0.1988386063275931,0.39747697236684015,0.0014016820184221065,0.0012014417300760913
883779813_Pg348_23.fsa,Pg348,EX_01,EX-S,57,0.36762057234340606,0.002601560936561937,0.01320792475485291,0.18731238743245948,0.41284770862517506,0.0040024014408645186,0.012407444466680007
883779813_Pg348_24.fsa,Pg348,EX_01,EX-S,58,0.378,0.0176,0.007200000000000001,0.19260000000000002,0.3877999999999999,0.0048000000000000004,0.012
883779813_Pg349_01.fsa,Pg349,KY_01,KY,59,0.005200000000000001,0.008400000000000001,0.0098,0.1738,0.4600000000000001,0.1584,0.1844
883779813_Pg349_02.fsa,Pg349,KY_01,KY,60,0.00520104020804161,0.004000800160032006,0.006601320264052811,0.19663932786557312,0.3884776955391078,0.19843968793758754,0.2006401280256051
883779813_Pg349_03.fsa,Pg349,KY_01,KY,61,0.0034013605442176874,0.001600640256102441,0.0428171268507403,0.18787515006002403,0.3991596638655462,0.18107242897158865,0.1840736294517807
883779813_Pg349_04.fsa,Pg349,KY_01,KY,62,0.00700280112044818,0.001600640256102441,0.010404161664665868,0.19407763105242098,0.40236094437775105,0.19187675070028012,0.19267707082833133
883779813_Pg349_07.fsa,Pg349,KY_01,KY,63,0.008606885508406726,0.00100080064051241,0.002401921537229784,0.1989591673338671,0.3909127301841473,0.1991593274619696,0.1989591673338671
883779813_Pg349_08.fsa,Pg349,KY_01,KY,64,0.0027999999999999995,0.0018000000000000002,0.0027999999999999995,0.1986,0.3972,0.1984,0.1984
883779813_Pg349_09.fsa,Pg349,KY_01,KY,65,0.002601040416166467,0.0010004001600640256,0.0036014405762304926,0.19827931172468988,0.3997599039615847,0.19727891156462585,0.19747899159663865
883779813_Pg349_10.fsa,Pg349,KY_01,KY,66,0.01021021021021021,0.001001001001001001,0.02002002002002002,0.19359359359359357,0.38738738738738737,0.19339339339339337,0.19439439439439438
883779813_Pg349_11.fsa,Pg349,KY_01,KY,67,0.0094,0.0018000000000000002,0.0126,0.181,0.4394,0.178,0.1778
883779813_Pg349_12.fsa,Pg349,KY_01,KY,68,0.008003201280512207,0.0010004001600640256,0.004001600640256103,0.19847939175670268,0.3917567026810724,0.1988795518207283,0.19787915166066428
883779813_Pg349_13.fsa,Pg349,KY_01,KY,69,0.005802320928371349,0.002601040416166467,0.005402160864345739,0.20048019207683074,0.38875550220088034,0.1992797118847539,0.19767907162865148
883779813_Pg349_14.fsa,Pg349,KY_01,KY,70,0.0025994801039792045,9.998000399920016e-4,0.003999200159968006,0.1981603679264147,0.3979204159168166,0.1983603279344131,0.19796040791841632
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.0075984803039392135,0.0029994001199760054,0.01859628074385123,0.19636072785442912,0.379124175164967,0.1981603679264147,0.1971605678864227
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.008400000000000001,0.0032,0.005200000000000001,0.1996,0.3898,0.1974,0.1964
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.007798440311937611,0.001999600079984003,0.0037992401519696063,0.19896020795840832,0.3925214957008598,0.1973605278944211,0.1975604879024195
883779813_Pg349_18.fsa,Pg349,KY_01,KY,74,0.003201280512204882,0.001800720288115246,0.0038015206082432974,0.19667867146858742,0.4015606242496999,0.19647859143657462,0.19647859143657462
883779813_Pg349_19.fsa,Pg349,KY_01,KY,75,0.0064,0.0018000000000000002,0.027200000000000002,0.1736,0.46720000000000006,0.16060000000000002,0.1632
883779813_Pg349_20.fsa,Pg349,KY_01,KY,76,0.0056,0.0016,0.0078,0.196,0.39759999999999995,0.1958,0.1956
