sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
883779813_Pg346_17.fsa,Pg346,IN_01,IN,17,0.002399040383846462,0.19592163134746104,0.005197920831667334,0.20131947221111554,0.0017992802878848463,0.1915233906437425,0.006597361055577769,9.996001599360256e-4,0.002399040383846462,9.996001599360256e-4,0.390843662534986
883779813_Pg346_18.fsa,Pg346,IN_01,IN,18,0.00100080064051241,0.18755004003202563,0.00200160128102482,0.19435548438751,0.00300240192153723,0.18174539631705366,0.001401120896717374,0.00100080064051241,0.04243394715772618,0.00100080064051241,0.3845076060848679
883779813_Pg346_19.fsa,Pg346,IN_01,IN,19,0.004602761656994196,0.19991995197118273,0.00440264158495097,0.19031418851310786,0.005803482089253552,0.21132679607764657,0.0018010806483890337,0.0012007204322593559,0.005203121873123874,0.0018010806483890337,0.37362417450470287
883779813_Pg346_20.fsa,Pg346,IN_01,IN,20,0.002200880352140856,0.18187274909963985,0.004201680672268907,0.19707883153261305,0.001800720288115246,0.21248499399759904,0.004401760704281712,0.0010004001600640256,0.0024009603841536617,0.0012004801920768309,0.3913565426170468
883779813_Pg346_21.fsa,Pg346,IN_01,IN,21,0.0014002800560112022,0.19223844768953788,0.0014002800560112022,0.19803960792158432,0.0014002800560112022,0.19763952790558112,0.0010002000400080016,0.0014002800560112022,0.008201640328065614,0.0010002000400080016,0.39627925585117024
883779813_Pg346_22.fsa,Pg346,IN_01,IN,22,0.0022004400880176033,0.19543908781756353,0.0016003200640128028,0.19823964792958593,0.003000600120024005,0.20124024804960994,0.0010002000400080016,0.0010002000400080016,0.002000400080016003,0.0012002400480096021,0.3930786157231446
883779813_Pg346_23.fsa,Pg346,IN_01,IN,23,0.002399520095980804,0.1973605278944211,0.001999600079984003,0.19876024795040992,0.002399520095980804,0.1975604879024195,9.998000399920016e-4,9.998000399920016e-4,0.0021995600879824036,0.001199760047990402,0.394121175764847
883779813_Pg346_24.fsa,Pg346,IN_01,IN,24,0.0014016820184221067,0.197036443732479,0.002202643171806167,0.1996395674809772,0.0014016820184221067,0.19823788546255508,0.0010012014417300763,0.0010012014417300763,0.0020024028834601526,0.0010012014417300763,0.395074088906688
883779813_Pg347_01.fsa,Pg347,KY_02,KY,25,0.001999200319872051,0.00859656137544982,0.015193922431027589,0.005797680927628948,0.9406237504998002,0.014194322271091565,0.0015993602558976412,0.0017992802878848463,0.0037984806077568972,0.003998400639744102,0.002399040383846462
883779813_Pg347_02.fsa,Pg347,KY_02,KY,26,0.0010004001600640256,0.0196078431372549,0.004401760704281713,0.002200880352140856,0.9575830332132853,0.004001600640256103,0.0010004001600640256,0.0014005602240896359,0.0048019207683073235,0.001600640256102441,0.0024009603841536617
883779813_Pg347_03.fsa,Pg347,KY_02,KY,27,0.003803042433947158,0.0034027221777421946,0.005804643714971979,0.00200160128102482,0.9595676541232987,0.0032025620496397124,0.00200160128102482,0.01100880704563651,0.0042033626901521225,0.002802241793434748,0.002201761409127302
883779813_Pg347_11.fsa,Pg347,KY_02,KY,28,0.004993009786299182,0.01318154583582984,0.020770920711004597,0.012782105052925907,0.8867585380467347,0.010585180746954265,0.0063910525264629535,0.010585180746954267,0.01897343718793689,0.005592170960655084,0.009386858398242463
883779813_Pg347_12.fsa,Pg347,KY_02,KY,29,0.001401120896717374,0.002802241793434748,0.003402722177742194,0.0070056044835868705,0.9433546837469976,0.01321056845476381,0.00100080064051241,0.015212169735788632,0.002802241793434748,0.00100080064051241,0.008807045636509208
883779813_Pg347_17.fsa,Pg347,KY_02,KY,30,0.0024009603841536617,0.001600640256102441,0.004601840736294517,0.007603041216486595,0.963985594237695,0.002601040416166467,0.0014005602240896359,0.004401760704281712,0.005402160864345739,0.0010004001600640256,0.005002000800320127
883779813_Pg347_18.fsa,Pg347,KY_02,KY,31,0.0032012805122048826,0.003801520608243298,0.01480592236894758,0.011804721888755506,0.9309723889555823,0.0026010404161664674,0.005202080832332935,0.012404961984793919,0.007202881152460986,0.0020008003201280517,0.006002400960384155
883779813_Pg347_21.fsa,Pg347,KY_02,KY,32,0.001999600079984003,0.00579884023195361,0.001999600079984003,0.0017996400719856032,0.952009598080384,0.004399120175964807,0.001999600079984003,0.012397520495900819,0.001999600079984003,0.012797440511897622,0.0027994401119776045
883779813_Pg347_22.fsa,Pg347,KY_02,KY,33,0.004201680672268908,0.003201280512204882,0.0070028011204481795,0.008203281312525009,0.8957583033213286,0.0022008803521408565,0.011804721888755502,0.0010004001600640256,0.06102440976390556,0.004201680672268908,0.0014005602240896359
