24	18	0																																			
m88																		361	362																		
m13																																					
m37																																					
m79																																					
m8																																					
m24																																					
m4																																					
m29																																					
m23																																					
m33a																																					
m33b																																					
m2																																					
m30																																					
m122																																					
m12																																					
m82																																					
m26																																					
m39																																					
1	136	136	238	250	154	154	196	200	196	198	259	283	136	136	142	163	241	245	117	117	340	346	135	139	243	243	124	124	348	348	122	122	176	176	228	228	
2	136	137	238	250	200	200	200	200	196	198	283	287	136	148	142	151	239	245	113	113	346	346	135	137	243	243	124	129	348	348	122	122	176	176	228	266	
3	136	136	238	238	0	0	196	196	196	198	283	283	148	148	163	163	239	239	117	117	346	346	135	139	243	243	124	124	348	350	122	122	176	176	228	228	
4	136	137	238	238	0	0	196	202	196	196	283	283	136	138	163	163	241	241	113	117	346	346	139	139	243	243	124	124	348	348	122	122	176	178	228	228	
5	136	136	238	247	0	0	196	202	196	196	283	283	148	150	163	163	235	239	113	117	346	346	135	139	243	271	124	124	348	348	122	122	176	176	228	228	
6	136	137	247	247	0	0	200	202	196	198	283	283	139	139	163	163	237	241	113	113	346	346	135	139	243	243	124	124	348	348	122	122	176	178	228	228	
7	136	136	238	247	154	154	196	200	196	196	283	283	136	148	163	163	237	239	117	127	344	344	145	145	243	245	124	124	348	348	122	122	176	176	228	228	
8	136	136	238	247	154	154	200	200	196	198	283	283	148	148	163	163	237	241	113	117	344	344	143	145	243	271	124	129	348	348	122	122	178	178	276	276	
9	136	137	238	247	0	0	202	202	196	198	283	283	150	150	163	163	237	241	113	117	340	346	135	135	243	243	124	124	348	348	122	122	176	178	228	228	
10	136	137	238	250	0	0	202	202	196	198	283	283	136	148	163	163	239	245	113	113	344	346	135	143	243	243	124	129	326	350	122	122	176	176	228	276	
11	136	137	0	0	154	154	196	200	196	196	283	283	136	136	163	163	235	239	113	117	344	346	135	145	243	243	124	129	333	348	122	122	176	178	228	228	
12	136	137	238	238	0	0	200	202	196	198	259	283	136	148	142	163	239	239	117	117	340	346	135	139	243	243	124	124	348	348	122	122	176	178	228	228	
13	136	136	238	238	154	154	200	202	196	198	259	283	138	148	142	163	239	241	117	117	344	346	139	143	243	243	124	124	326	348	122	122	176	178	228	276	
14	136	136	238	247	0	0	200	202	196	198	283	287	150	150	151	163	235	241	113	113	346	346	137	139	243	245	124	129	348	348	122	122	176	176	266	276	
15	136	136	238	238	154	154	200	202	196	196	283	285	150	150	163	163	239	239	113	127	344	346	139	143	243	245	124	124	348	348	122	122	176	176	276	276	
16	136	137	238	238	0	0	202	202	198	198	283	283	148	150	163	163	239	239	113	117	344	346	139	143	243	243	124	124	348	348	122	122	176	176	276	276	
17	136	138	238	238	154	154	196	202	196	196	283	283	136	148	163	163	239	239	113	113	344	344	143	143	243	243	124	124	348	348	122	122	176	176	276	276	
18	136	137	250	250	0	0	196	200	196	196	283	283	136	148	163	163	245	245	113	117	346	346	139	139	243	243	124	126	348	348	122	122	178	178	228	228	
19	136	136	238	238	154	154	202	202	196	198	283	287	138	150	151	163	239	241	113	127	346	346	137	139	243	243	124	124	333	348	122	122	176	178	228	266	
20	136	137	238	247	150	150	196	202	196	198	283	283	138	148	163	163	235	239	117	117	340	340	135	135	243	243	124	124	326	326	122	122	176	176	228	228	
21	136	137	238	238	164	164	200	200	196	198	283	283	136	138	163	163	239	239	113	113	344	346	135	143	243	243	124	124	326	350	122	122	176	178	228	276	
22	136	136	238	238	0	0	196	200	196	196	283	283	136	136	163	163	241	241	117	127	346	346	139	139	243	245	124	124	348	348	122	122	176	178	228	276	
23	136	137	238	238	0	0	202	202	196	196	283	283	136	150	163	163	239	241	117	117	344	346	135	143	243	245	124	124	348	348	122	122	176	178	228	276	
24	136	136	238	247	0	0	196	200	196	198	283	283	138	148	163	163	235	239	113	117	346	346	139	139	243	243	124	124	326	348	122	122	178	178	228	276	
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
